# time(s),temperature(deg C),Pressure(Pa)
311.000,15.240,100937.242
312.000,14.915,101923.946
313.000,15.471,100594.958
314.000,15.624,101271.653
315.000,15.339,100437.115
316.000,15.374,102185.165
317.000,15.625,100483.266
318.000,15.408,102089.387
319.000,15.431,100803.009
320.000,15.436,100635.869
321.000,14.762,101658.784
322.000,15.452,100940.746
323.000,15.385,100409.791
324.000,15.387,101958.623
325.000,14.808,100569.994
326.000,15.265,101101.033
327.000,15.537,100481.690
328.000,15.423,101433.962
329.000,14.917,101286.826
330.000,14.993,101135.023
331.000,15.148,100549.214
332.000,15.654,101553.364
333.000,15.630,101385.430
334.000,15.177,101763.757
335.000,14.909,100556.223
336.000,15.294,102164.024
337.000,15.407,101556.653
338.000,15.020,100508.863
339.000,15.553,100323.143
340.000,15.689,101241.427
341.000,15.185,100527.892
342.000,15.533,100643.514
343.000,14.970,101078.167
344.000,15.131,100355.749
345.000,14.839,102273.693
346.000,14.849,102018.455
347.000,14.982,101534.720
348.000,15.529,102268.041
349.000,15.268,102078.362
350.000,15.610,101362.962
351.000,15.483,101561.537
352.000,15.365,101576.555
353.000,15.356,100356.436
354.000,15.605,101193.244
355.000,15.349,101842.785
356.000,15.468,101078.168
357.000,14.776,100780.373
358.000,15.646,102293.064
359.000,15.187,101646.818
360.000,15.101,100358.027
361.000,15.462,101328.909
362.000,14.866,102233.497
363.000,15.517,101993.746
364.000,14.879,102015.503
365.000,15.274,101419.249
366.000,15.200,102276.589
367.000,15.628,101748.232
368.000,14.830,100952.523
369.000,15.544,102050.384
370.000,15.186,102049.463
371.000,14.921,100674.152
372.000,15.766,101347.577
373.000,15.556,101812.380
374.000,15.490,101848.469
375.000,15.222,102101.357
376.000,15.075,102255.999
377.000,15.684,100333.923
378.000,15.117,102212.790
379.000,15.438,101731.916
380.000,14.911,100976.681
381.000,15.429,101490.691
382.000,15.688,101836.982
383.000,15.539,102010.035
384.000,14.888,101841.678
385.000,15.484,101986.540
386.000,15.269,101842.685
387.000,15.461,100463.123
388.000,15.210,100722.597
389.000,15.019,100716.867
390.000,14.883,102181.556
391.000,15.222,100948.528
392.000,15.212,100976.496
393.000,15.749,102186.951
394.000,15.370,101171.116
395.000,15.108,101847.825
396.000,15.150,101530.782
397.000,15.689,101822.926
398.000,15.024,101289.218
399.000,15.695,101041.898
400.000,15.161,100317.915
401.000,15.171,101510.151
402.000,15.391,102036.310
403.000,15.458,100549.848
404.000,15.571,102109.672
405.000,15.459,101404.139
406.000,15.511,100760.127
407.000,15.450,102144.031
408.000,15.785,101429.649
409.000,15.754,101443.039
410.000,15.479,101795.144
411.000,15.178,100983.157
412.000,15.647,100955.925
413.000,15.678,100726.642
414.000,15.152,102074.268
415.000,15.744,100750.497
416.000,15.550,101140.125
417.000,15.514,100509.855
418.000,15.555,101859.118
419.000,15.430,101747.845
420.000,15.591,102093.762
421.000,15.025,100365.739
422.000,15.242,101738.813
423.000,15.605,100602.466
424.000,14.996,102123.855
425.000,15.138,100379.038
426.000,15.023,102113.509
427.000,15.244,101266.933
428.000,15.535,101182.454
429.000,15.374,101704.443
430.000,15.348,101472.225
431.000,15.077,101151.062
432.000,15.396,102064.108
433.000,14.879,100812.720
434.000,15.373,100675.202
435.000,15.444,101771.864
436.000,15.697,100426.977
437.000,15.177,101228.931
438.000,15.029,100746.330
439.000,15.384,102123.498
440.000,15.667,100645.527
441.000,15.743,101386.908
442.000,15.802,100442.497
443.000,15.267,100655.522
444.000,15.124,102294.203
445.000,14.919,100386.033
446.000,15.373,100826.540
447.000,15.528,102234.833
448.000,15.363,101894.500
449.000,15.404,100779.915
450.000,14.904,101980.445
451.000,15.528,100648.400
452.000,15.769,101930.156
453.000,15.077,101490.011
454.000,15.173,100304.508
455.000,14.976,101221.899
456.000,15.438,101868.715
457.000,14.922,100668.966
458.000,15.365,101733.361
459.000,15.173,100834.088
460.000,15.722,100690.745
461.000,15.240,101376.146
462.000,15.503,101372.941
463.000,15.357,102109.435
464.000,15.149,101157.836
465.000,15.145,102284.762
466.000,15.573,101570.249
467.000,14.878,101662.039
468.000,15.034,101617.167
469.000,15.188,100723.516
470.000,14.925,101656.091
471.000,15.672,100926.900
472.000,15.476,101356.747
473.000,15.304,102062.029
474.000,15.450,100454.826
475.000,15.360,101191.647
476.000,15.120,100602.787
477.000,15.342,101113.409
478.000,15.831,101478.677
479.000,15.603,102077.018
480.000,15.181,101730.573
481.000,15.441,100847.880
482.000,15.023,101465.880
483.000,15.050,101391.866
484.000,15.021,100703.814
485.000,15.756,100970.298
486.000,15.293,100435.977
487.000,15.024,101150.777
488.000,15.144,101470.221
489.000,14.990,100908.107
490.000,15.748,100684.910
491.000,15.545,102065.619
492.000,15.433,100819.696
493.000,15.350,102280.771
494.000,15.591,102022.310
495.000,15.532,101427.173
496.000,15.083,100305.921
497.000,15.020,101590.324
498.000,15.125,100701.589
499.000,15.063,101081.615
500.000,15.122,100658.558
501.000,15.200,101790.708
502.000,15.786,102090.374
503.000,15.445,100904.193
504.000,15.542,101202.548
505.000,15.169,101012.662
506.000,15.798,100867.538
507.000,14.972,101365.792
508.000,15.597,101671.701
509.000,15.244,100522.882
510.000,15.674,100304.971
511.000,15.349,101378.819
512.000,15.348,100922.759
513.000,15.187,102142.852
514.000,15.315,101659.426
515.000,15.726,101571.689
516.000,15.664,102036.025
517.000,15.256,101988.887
518.000,15.039,101372.468
519.000,15.145,101930.088
520.000,15.549,100916.775
521.000,15.112,102016.521
522.000,15.207,101594.910
523.000,14.942,101286.826
524.000,15.379,100897.604
525.000,14.923,100567.222
526.000,14.943,101106.364
527.000,15.737,100803.189
528.000,15.015,101259.989
529.000,15.657,101738.976
530.000,14.969,101170.221
531.000,14.917,101547.540
532.000,15.455,101390.835
533.000,15.363,100513.221
534.000,15.365,101717.968
535.000,15.486,101286.252
536.000,15.470,101732.895
537.000,15.884,100924.132
538.000,14.950,101732.334
539.000,15.327,102061.158
540.000,15.693,101564.340
541.000,15.330,101160.027
542.000,15.734,101477.638
543.000,15.599,100552.614
544.000,15.457,100491.048
545.000,15.471,101220.660
546.000,15.791,101018.689
547.000,15.155,101578.882
548.000,15.583,101870.277
549.000,14.912,101420.720
550.000,14.930,102029.806
551.000,14.938,101690.876
552.000,15.844,100949.267
553.000,15.896,102108.125
554.000,15.291,101433.549
555.000,15.279,100817.257
556.000,15.134,101674.491
557.000,15.883,101175.785
558.000,15.853,101237.384
559.000,15.515,100537.797
560.000,15.246,100579.506
561.000,15.663,100927.669
562.000,14.983,101696.361
563.000,15.060,102000.470
564.000,15.478,102070.215
565.000,15.679,100750.244
566.000,15.832,100725.301
567.000,15.440,101683.806
568.000,15.638,102142.348
569.000,14.944,101126.141
570.000,15.205,100829.544
571.000,15.291,100827.553
572.000,15.438,101873.955
573.000,15.042,101412.684
574.000,14.923,101195.639
575.000,14.938,100736.592
576.000,15.035,100486.947
577.000,15.273,100618.083
578.000,15.609,102050.153
579.000,15.240,100514.570
580.000,15.191,101327.742
581.000,14.923,101819.360
582.000,15.837,101582.739
583.000,15.641,101000.329
584.000,15.638,101317.274
585.000,15.086,100597.732
586.000,15.600,100964.977
587.000,15.408,101282.214
588.000,15.351,100773.088
589.000,15.292,102077.523
590.000,15.221,101103.679
591.000,15.609,101998.082
592.000,15.797,101708.685
593.000,15.107,100920.586
594.000,15.782,100634.483
595.000,15.611,100674.091
596.000,15.182,101175.375
597.000,15.267,101790.186
598.000,15.393,101622.546
599.000,14.957,100994.708
600.000,14.951,100468.651
601.000,14.996,102239.060
602.000,15.452,102047.745
603.000,15.817,100835.380
604.000,15.168,100725.120
605.000,15.362,101346.196
606.000,15.099,100491.355
607.000,15.920,100644.983
608.000,15.814,101301.289
609.000,15.677,100525.106
610.000,15.102,101755.530
611.000,15.496,101925.160
612.000,15.689,100578.624
613.000,15.716,102283.729
614.000,15.601,101810.459
615.000,15.848,100719.833
616.000,15.278,100930.469
617.000,15.112,101675.236
618.000,14.969,101597.973
619.000,15.028,100646.695
620.000,15.052,100592.127
621.000,14.956,101341.672
622.000,15.660,101035.511
623.000,15.369,101957.628
624.000,15.867,101020.661
625.000,15.205,101113.176
626.000,15.608,100436.370
627.000,15.672,100915.828
628.000,15.886,101678.428
629.000,15.662,101265.434
630.000,15.821,101860.607
631.000,14.980,101847.430
632.000,15.594,101471.240
633.000,15.093,101703.741
634.000,15.117,101014.399
635.000,15.806,100333.246
636.000,15.339,101843.931
637.000,15.748,101094.446
638.000,15.302,101665.634
639.000,15.609,101777.721
640.000,15.077,102219.075
641.000,15.521,102135.320
642.000,15.084,100877.580
643.000,15.533,102263.826
644.000,15.123,100584.000
645.000,15.528,101441.118
646.000,15.856,100832.488
647.000,15.803,101719.827
648.000,15.441,100686.706
649.000,15.705,101971.746
650.000,15.718,101816.382
651.000,15.371,100512.566
652.000,15.667,100699.865
653.000,15.298,100327.168
654.000,15.269,101196.620
655.000,15.348,101159.057
656.000,15.726,100568.951
657.000,15.554,100462.408
658.000,15.894,101886.762
659.000,15.485,101827.201
660.000,15.747,101412.920
661.000,15.372,101605.960
662.000,15.728,100824.131
663.000,15.113,100672.195
664.000,15.188,101585.888
665.000,15.213,100790.229
666.000,15.100,101515.527
667.000,15.679,100861.965
668.000,15.949,102191.732
669.000,15.237,100380.155
670.000,15.463,101623.811
671.000,15.738,100669.945
672.000,15.685,102001.925
673.000,15.640,101177.287
674.000,15.457,101531.478
675.000,15.401,100636.701
676.000,15.303,101407.026
677.000,15.529,101213.684
678.000,15.716,101824.108
679.000,15.683,100876.936
680.000,15.746,101275.691
681.000,15.152,100337.393
682.000,15.030,101707.610
683.000,15.004,100342.549
684.000,15.269,101898.094
685.000,15.127,101339.946
686.000,15.535,101173.254
687.000,15.924,101536.363
688.000,15.344,100663.824
689.000,15.189,100627.213
690.000,15.426,101558.638
691.000,15.514,101642.411
692.000,15.847,101245.178
693.000,15.310,100822.990
694.000,15.393,100668.137
695.000,16.002,101903.499
696.000,15.118,100681.330
697.000,15.098,102005.668
698.000,15.693,101972.519
699.000,15.704,101640.991
700.000,15.253,100896.632
701.000,15.085,100568.934
702.000,15.887,101283.785
703.000,15.143,101589.987
704.000,15.829,100457.403
705.000,15.365,101881.373
706.000,15.381,102146.647
707.000,15.453,100377.069
708.000,15.292,102277.885
709.000,15.850,101448.707
710.000,15.046,100727.453
711.000,16.002,102263.531
712.000,15.635,100609.102
713.000,15.529,101245.984
714.000,15.682,100505.050
715.000,15.446,100766.998
716.000,15.139,101668.715
717.000,15.101,101674.512
718.000,15.780,102190.763
719.000,15.056,100679.472
720.000,15.528,102125.825
721.000,15.525,102240.281
722.000,15.126,101203.400
723.000,15.753,101169.684
724.000,15.505,101945.585
725.000,15.256,100673.104
726.000,15.277,101997.147
727.000,15.649,100507.163
728.000,15.034,101517.888
729.000,15.426,100983.176
730.000,15.062,101473.251
731.000,15.890,100699.325
732.000,15.835,101580.627
733.000,15.881,102216.462
734.000,15.382,101070.919
735.000,15.789,101168.509
736.000,15.494,100498.001
737.000,15.506,100781.488
738.000,15.399,100984.910
739.000,15.175,102137.376
740.000,15.407,101598.291
741.000,15.935,101736.832
742.000,15.367,102108.723
743.000,15.402,102062.389
744.000,15.274,101827.354
745.000,15.140,101382.515
746.000,15.197,101030.771
747.000,15.638,101964.331
748.000,15.910,101902.421
749.000,15.304,101610.640
750.000,15.962,100950.590
751.000,15.935,101543.605
752.000,15.861,101914.808
753.000,15.547,101613.345
754.000,15.536,101985.228
755.000,15.587,101602.445
756.000,15.698,101466.352
757.000,15.700,101357.370
758.000,15.854,101874.388
759.000,15.950,101642.268
760.000,15.476,101465.063
761.000,15.658,101875.002
762.000,15.662,101032.723
763.000,15.295,101568.081
764.000,15.727,101231.312
765.000,15.597,101358.887
766.000,15.450,101127.089
767.000,15.574,100523.496
768.000,15.906,101684.511
769.000,15.758,101759.084
770.000,15.152,102023.796
771.000,15.931,101768.473
772.000,16.043,101332.888
773.000,15.443,101083.859
774.000,15.287,100373.150
775.000,15.669,100390.871
776.000,15.287,101656.737
777.000,15.574,100897.422
778.000,15.965,101590.463
779.000,15.473,101290.003
780.000,15.747,101418.664
781.000,15.483,100862.400
782.000,15.659,100690.447
783.000,16.001,101914.861
784.000,15.691,101705.434
785.000,15.496,102091.468
786.000,15.273,101988.517
787.000,15.851,101903.099
788.000,15.190,100369.122
789.000,15.773,100560.893
790.000,15.953,101785.583
791.000,15.200,102078.426
792.000,15.115,101716.131
793.000,15.189,100559.355
794.000,15.166,101064.122
795.000,15.401,101897.562
796.000,15.548,100349.137
797.000,15.517,101849.353
798.000,16.055,101953.155
799.000,15.621,100684.248
800.000,15.805,101178.380
801.000,15.509,101596.132
802.000,15.838,101646.638
803.000,15.862,102028.539
804.000,15.716,102279.747
805.000,15.394,100314.397
806.000,15.951,100616.112
807.000,15.680,101292.345
808.000,15.197,101903.607
809.000,15.555,101673.786
810.000,15.951,101248.586
811.000,15.095,100387.682
812.000,16.088,100345.807
813.000,15.542,100570.012
814.000,15.375,100988.334
815.000,15.143,101484.806
816.000,15.112,100838.886
817.000,15.537,101509.989
818.000,15.797,101205.337
819.000,15.475,100513.746
820.000,15.780,101446.804
821.000,15.923,101237.094
822.000,15.494,100338.632
823.000,15.888,101080.178
824.000,15.446,100562.174
825.000,15.657,101542.021
826.000,15.767,100416.731
827.000,15.822,101548.337
828.000,15.998,102121.154
829.000,15.250,101845.055
830.000,15.334,101122.995
831.000,15.918,101155.406
832.000,15.554,102277.200
833.000,15.608,102093.960
834.000,15.817,101383.063
835.000,15.439,101201.588
836.000,15.801,101240.939
837.000,16.000,101470.155
838.000,15.697,101745.011
839.000,15.986,101625.185
840.000,16.012,101385.033
841.000,15.650,101989.956
842.000,15.619,100481.024
843.000,15.428,101826.766
844.000,15.874,100688.788
845.000,15.383,100977.024
846.000,15.178,100840.880
847.000,15.238,100811.141
848.000,15.746,101733.164
849.000,15.709,100465.782
850.000,15.232,101973.304
851.000,15.760,101639.986
852.000,15.623,100341.961
853.000,15.341,100820.472
854.000,15.715,101312.104
855.000,15.757,101699.189
856.000,15.205,102012.683
857.000,15.981,102118.158
858.000,15.523,101483.678
859.000,15.251,100355.634
860.000,15.934,101180.925
861.000,15.321,100547.472
862.000,15.844,101201.530
863.000,15.360,100348.949
864.000,15.619,101354.946
865.000,15.625,101564.351
866.000,15.808,101990.064
867.000,16.045,102136.355
868.000,15.824,100440.376
869.000,15.429,101469.121
870.000,15.551,100646.780
871.000,15.655,101461.520
872.000,15.417,101507.489
873.000,15.356,100373.764
874.000,15.996,101672.153
875.000,15.977,101252.256
876.000,15.846,101388.021
877.000,15.189,100713.941
878.000,15.444,100319.516
879.000,15.756,100963.717
880.000,15.778,101562.977
881.000,15.701,100442.984
882.000,15.727,102161.567
883.000,15.143,101488.393
884.000,15.940,101900.177
885.000,15.771,100841.055
886.000,15.322,100605.919
887.000,15.223,101452.586
888.000,15.751,100446.178
889.000,15.775,101308.714
890.000,16.078,101250.422
891.000,15.843,101078.756
892.000,16.006,101209.194
893.000,16.021,100945.306
894.000,15.435,101952.262
895.000,15.792,101742.001
896.000,16.058,101860.218
897.000,16.056,101669.223
898.000,15.330,101879.438
899.000,15.454,101792.176
900.000,15.902,100570.933
901.000,15.993,101136.416
902.000,15.593,100487.571
903.000,16.107,101734.303
904.000,15.431,100509.802
905.000,15.333,102150.304
906.000,15.970,100302.644
907.000,15.395,102050.848
908.000,15.244,101991.145
909.000,15.934,100466.553
910.000,15.230,101625.608
911.000,15.635,102201.805
912.000,16.101,101705.469
913.000,15.184,101547.684
914.000,16.069,101618.443
915.000,15.823,102052.067
916.000,15.692,100791.741
917.000,15.928,101961.396
918.000,16.102,101656.101
919.000,15.407,102253.360
920.000,16.054,101162.404
921.000,15.966,101233.106
922.000,16.000,101215.470
923.000,15.367,100490.059
924.000,15.457,101100.199
925.000,15.292,101472.344
926.000,15.699,101067.455
927.000,16.041,101295.389
928.000,15.275,102168.690
929.000,16.131,101992.356
930.000,15.308,101941.676
931.000,15.660,101298.888
932.000,15.999,101677.657
933.000,15.269,101950.274
934.000,15.729,100938.898
935.000,16.012,101547.263
936.000,16.092,101848.777
937.000,15.740,101202.673
938.000,15.995,102128.629
939.000,15.326,101064.783
940.000,15.509,100711.337
941.000,15.755,101051.472
942.000,15.516,102258.437
943.000,15.719,100963.759
944.000,15.703,101299.088
945.000,15.282,101811.969
946.000,15.958,100708.057
947.000,16.053,100460.636
948.000,15.800,101137.170
949.000,16.141,100666.303
950.000,16.166,102027.364
951.000,15.409,100997.191
952.000,15.668,100711.214
953.000,15.266,102066.268
954.000,15.282,102010.349
955.000,15.902,100639.655
956.000,15.842,100458.099
957.000,15.907,100509.388
958.000,15.904,101480.973
959.000,16.090,100342.702
960.000,15.679,100716.975
961.000,15.752,101449.729
962.000,15.795,100745.741
963.000,15.726,101421.148
964.000,16.138,102261.241
965.000,15.275,100583.027
966.000,15.384,100719.363
967.000,15.568,101478.897
968.000,15.664,101793.385
969.000,15.532,101815.647
970.000,16.022,100992.789
971.000,16.115,101231.550
972.000,15.848,102083.328
973.000,15.777,101537.583
974.000,15.289,100562.693
975.000,15.240,100565.534
976.000,15.518,101634.872
977.000,15.873,100820.079
978.000,15.699,102057.630
979.000,15.704,100438.354
980.000,15.429,100943.073
981.000,15.795,100699.545
982.000,15.812,101333.421
983.000,16.091,100544.824
984.000,15.657,101214.789
985.000,15.451,101139.654
986.000,16.185,100367.557
987.000,15.564,100806.218
988.000,15.929,101924.874
989.000,15.628,101535.955
990.000,16.116,101817.070
991.000,16.138,101236.227
992.000,16.003,102019.161
993.000,16.189,101043.814
994.000,15.345,101067.122
995.000,15.475,101673.445
996.000,15.469,101524.913
997.000,15.495,102231.428
998.000,15.633,101533.455
999.000,15.727,100374.785
1000.000,16.149,102261.423
1001.000,16.077,101457.152
1002.000,15.878,101450.469
1003.000,16.205,101594.498
1004.000,15.639,100781.307
1005.000,15.276,101304.337
1006.000,15.492,102223.861
1007.000,15.504,101960.265
1008.000,15.306,101453.135
1009.000,16.105,101932.666
1010.000,15.740,101215.113
1011.000,15.907,100871.306
1012.000,15.333,101400.736
1013.000,16.043,101580.477
1014.000,15.717,101517.430
1015.000,16.139,102030.350
1016.000,15.623,100536.568
1017.000,15.788,102054.002
1018.000,15.330,100645.461
1019.000,15.593,101958.677
1020.000,15.606,100628.349
1021.000,15.615,101840.715
1022.000,15.659,100972.874
1023.000,15.350,101985.045
1024.000,15.801,101219.541
1025.000,15.481,101419.263
1026.000,15.559,101267.342
1027.000,15.462,101771.746
1028.000,15.958,101126.158
1029.000,15.314,100308.469
1030.000,15.828,100867.038
1031.000,15.819,101919.416
1032.000,15.345,101867.573
1033.000,16.108,101462.914
1034.000,15.613,100962.943
1035.000,15.350,100586.092
1036.000,16.019,102255.412
1037.000,15.850,101431.972
1038.000,15.417,100855.644
1039.000,15.397,100415.859
1040.000,15.259,101905.100
1041.000,15.970,100889.701
1042.000,15.549,100861.453
1043.000,15.595,100640.334
1044.000,15.706,100814.186
1045.000,15.442,101446.009
1046.000,15.901,101114.921
1047.000,15.714,101652.043
1048.000,15.981,102185.635
1049.000,15.761,102137.863
1050.000,15.759,102044.954
1051.000,15.935,102044.295
1052.000,15.587,101735.322
1053.000,15.507,102209.353
1054.000,15.867,101931.162
1055.000,15.695,102147.131
1056.000,15.498,100383.940
1057.000,15.667,101602.551
1058.000,15.988,100648.072
1059.000,16.189,102107.854
1060.000,15.338,100965.803
1061.000,16.003,100658.206
1062.000,16.021,101063.471
1063.000,15.407,102278.908
1064.000,15.975,101307.859
1065.000,16.024,101448.545
1066.000,15.490,100724.712
1067.000,15.292,100569.919
