# time(s),temperature(deg C),Pressure(Pa)
360.000,15.193,102058.293
361.000,14.927,100536.395
362.000,14.826,102192.763
363.000,15.097,101015.110
364.000,14.973,101546.821
365.000,14.819,102049.796
366.000,15.219,101172.538
367.000,14.848,100871.918
368.000,15.195,102208.645
369.000,15.319,101217.567
370.000,15.413,100552.924
371.000,15.761,100462.086
372.000,14.983,101416.933
373.000,15.532,100844.086
374.000,15.226,100931.264
375.000,15.278,100808.310
376.000,14.996,100494.191
377.000,14.970,101918.833
378.000,15.768,101116.469
379.000,14.893,101632.002
380.000,15.087,101680.550
381.000,15.094,101738.613
382.000,15.331,101361.775
383.000,15.162,102058.674
384.000,15.491,102031.450
385.000,15.770,101116.291
386.000,15.509,101361.337
387.000,15.715,101564.955
388.000,15.534,101496.331
389.000,15.633,101891.564
390.000,15.003,101092.223
391.000,15.591,100900.074
392.000,15.743,101476.647
393.000,15.475,101514.227
394.000,14.839,100652.198
395.000,14.941,100424.397
396.000,14.873,101102.639
397.000,15.180,102278.306
398.000,15.463,102060.258
399.000,15.588,102150.428
400.000,15.411,101202.018
401.000,14.844,100667.564
402.000,15.769,100778.918
403.000,15.472,101996.040
404.000,15.157,101048.542
405.000,15.280,101056.177
406.000,15.261,100754.705
407.000,15.463,101779.263
408.000,15.291,102068.929
409.000,15.236,101815.012
410.000,15.457,100805.719
411.000,14.808,101043.751
412.000,15.425,100484.231
413.000,15.655,101748.215
414.000,15.268,101325.882
415.000,15.048,101848.887
416.000,14.989,101348.709
417.000,15.183,101706.555
418.000,14.815,100875.933
419.000,14.970,100491.265
420.000,15.673,102080.570
421.000,14.918,102048.215
422.000,14.941,101321.914
423.000,15.123,101257.823
424.000,15.114,101614.398
425.000,15.711,100583.154
426.000,15.282,102216.136
427.000,15.480,101369.364
428.000,15.556,101564.906
429.000,15.607,101841.102
430.000,15.372,100701.602
431.000,15.493,100344.463
432.000,15.335,101559.773
433.000,14.950,100438.688
434.000,15.119,100652.030
435.000,14.847,101516.136
436.000,15.672,102248.935
437.000,15.463,100716.851
438.000,14.850,101777.517
439.000,15.178,102197.641
440.000,15.265,102174.995
441.000,14.845,102117.789
442.000,15.010,101531.243
443.000,15.050,100511.430
444.000,15.238,101756.263
445.000,14.828,101856.354
446.000,15.277,101992.067
447.000,15.390,102260.261
448.000,14.876,101002.661
449.000,15.190,100311.425
450.000,15.415,100618.415
451.000,15.711,101654.649
452.000,15.035,101875.880
453.000,15.378,102053.313
454.000,15.201,100454.192
455.000,15.823,101775.311
456.000,15.597,101604.835
457.000,15.045,102113.486
458.000,15.030,100319.519
459.000,15.597,101614.394
460.000,15.428,101941.957
461.000,15.641,101055.966
462.000,15.347,100781.784
463.000,15.814,101269.028
464.000,15.770,101444.373
465.000,15.452,100682.245
466.000,15.532,100497.506
467.000,14.972,100492.139
468.000,14.847,101146.444
469.000,14.981,101903.602
470.000,15.732,100728.831
471.000,15.016,101749.917
472.000,15.328,101324.187
473.000,15.476,101907.913
474.000,15.134,101138.941
475.000,15.192,101974.610
476.000,14.889,100460.740
477.000,15.751,102277.254
478.000,14.873,101936.269
479.000,15.147,101122.411
480.000,14.886,101159.681
481.000,15.837,101723.838
482.000,15.659,100784.575
483.000,14.965,101389.906
484.000,15.651,101540.976
485.000,15.242,100928.710
486.000,15.162,101220.460
487.000,15.141,100408.676
488.000,15.786,100673.256
489.000,15.457,101474.294
490.000,15.457,101167.232
491.000,14.979,101292.606
492.000,15.458,100508.872
493.000,14.905,101635.215
494.000,15.815,100748.692
495.000,15.730,100841.633
496.000,15.399,101019.279
497.000,15.274,100776.737
498.000,15.738,101830.006
499.000,15.438,101441.739
500.000,15.378,100839.861
501.000,15.552,101184.592
502.000,15.862,101372.168
503.000,15.327,101269.190
504.000,15.844,100721.416
505.000,15.629,101222.023
506.000,15.733,100755.828
507.000,15.242,101868.765
508.000,15.454,100590.147
509.000,15.180,100804.010
510.000,15.790,101194.454
511.000,14.924,101723.193
512.000,15.642,100477.571
513.000,15.080,101198.935
514.000,15.425,101596.778
515.000,15.276,100366.455
516.000,14.883,101498.997
517.000,15.182,100615.189
518.000,14.898,102178.265
519.000,15.781,102184.597
520.000,15.583,101186.080
521.000,15.161,101230.513
522.000,15.242,101450.028
523.000,15.811,102079.372
524.000,15.645,101566.071
525.000,15.141,100532.641
526.000,15.781,101662.506
527.000,15.704,101116.267
528.000,15.571,101078.051
529.000,15.472,101867.245
530.000,15.026,100946.038
531.000,14.934,100471.185
532.000,15.221,101211.478
533.000,15.364,100386.511
534.000,15.114,100345.167
535.000,15.082,101534.200
536.000,15.435,101969.006
537.000,15.337,100942.118
538.000,14.996,101597.296
539.000,15.287,101588.768
540.000,15.041,100652.749
541.000,15.495,101116.270
542.000,15.808,100495.348
543.000,15.200,101417.146
544.000,15.022,101993.205
545.000,15.101,100390.028
546.000,15.705,100505.134
547.000,15.237,101781.069
548.000,15.417,100934.070
549.000,15.610,101353.254
550.000,15.800,101223.465
551.000,15.516,101467.463
552.000,15.120,100464.354
553.000,15.765,100904.636
554.000,14.955,101579.432
555.000,15.192,101920.346
556.000,15.246,100728.367
557.000,15.125,100790.104
558.000,15.736,101929.251
559.000,15.770,101773.882
560.000,15.474,100731.986
561.000,15.564,102180.488
562.000,15.746,102280.147
563.000,15.271,102299.423
564.000,15.133,100736.063
565.000,15.601,102215.633
566.000,15.096,100538.983
567.000,15.575,101117.055
568.000,15.759,101013.687
569.000,15.080,100539.459
570.000,15.285,102000.278
571.000,15.371,101164.790
572.000,15.212,101755.724
573.000,14.967,101402.530
574.000,15.586,100883.556
575.000,15.589,101140.996
576.000,15.457,101583.956
577.000,15.067,101106.348
578.000,14.980,102128.102
579.000,15.821,101685.867
580.000,15.047,100313.184
581.000,15.112,102080.457
582.000,15.220,102283.801
583.000,15.757,100577.668
584.000,15.650,101023.954
585.000,15.326,101895.970
586.000,15.226,100544.015
587.000,15.162,102284.746
588.000,15.764,101736.760
589.000,14.953,101905.850
590.000,15.917,101008.712
591.000,15.877,102025.579
592.000,15.429,102272.559
593.000,15.861,100611.682
594.000,14.958,101319.809
595.000,15.601,101033.881
596.000,15.283,101463.267
597.000,15.255,100788.837
598.000,15.885,101471.552
599.000,15.874,101238.858
600.000,15.373,100535.839
601.000,15.479,100927.208
602.000,15.815,100530.428
603.000,15.055,100491.586
604.000,15.817,100796.501
605.000,15.097,100766.276
606.000,14.966,101023.175
607.000,15.762,101993.822
608.000,15.388,101298.944
609.000,15.869,102220.137
610.000,15.008,100978.290
611.000,15.422,102112.164
612.000,15.546,101913.616
613.000,15.249,101009.797
614.000,15.616,100696.106
615.000,15.662,102292.204
616.000,15.350,100694.193
617.000,15.328,101167.757
618.000,15.664,100893.850
619.000,15.913,100469.268
620.000,14.965,100465.123
621.000,15.610,101048.418
622.000,15.438,100537.915
623.000,15.518,100861.370
624.000,15.040,101293.659
625.000,15.450,100855.582
626.000,15.260,101066.230
627.000,15.882,101746.665
628.000,15.018,101474.133
629.000,15.181,100999.312
630.000,15.092,100434.967
631.000,15.686,101537.772
632.000,15.422,100898.591
633.000,14.972,100879.420
634.000,15.056,101000.576
635.000,15.823,101727.714
636.000,15.638,101427.922
637.000,15.271,101606.377
638.000,15.356,101980.023
639.000,15.538,101279.344
640.000,15.755,101824.919
641.000,15.824,100799.983
642.000,15.252,101596.008
643.000,15.378,101868.361
644.000,15.728,100577.514
645.000,15.268,101277.736
646.000,15.583,100469.584
647.000,15.159,102166.796
648.000,15.562,102002.268
649.000,15.586,101305.455
650.000,15.688,101101.028
651.000,15.658,101137.626
652.000,15.563,100487.977
653.000,15.965,100976.276
654.000,15.690,101378.798
655.000,15.945,101990.323
656.000,15.874,102181.739
657.000,15.803,101528.503
658.000,15.324,102111.747
659.000,15.212,100948.065
660.000,15.654,101196.149
661.000,15.609,100896.560
662.000,15.476,101186.359
663.000,15.137,100854.125
664.000,15.041,101357.240
665.000,15.859,100735.536
666.000,15.321,100344.519
667.000,15.710,100993.565
668.000,15.132,100549.608
669.000,15.712,100645.911
670.000,15.451,100890.588
671.000,15.896,101459.901
672.000,15.823,101968.659
673.000,15.507,100531.833
674.000,14.997,101885.942
675.000,15.146,101520.647
676.000,15.684,101821.481
677.000,15.067,101958.561
678.000,15.910,101341.372
679.000,15.712,101317.683
680.000,15.272,102080.154
681.000,15.250,100543.933
682.000,15.415,102182.162
683.000,15.225,101893.804
684.000,15.702,101172.026
685.000,15.133,101721.644
686.000,15.289,100343.018
687.000,15.886,101616.980
688.000,15.497,100574.751
689.000,15.561,102144.099
690.000,15.898,102156.813
691.000,15.699,102058.859
692.000,15.074,101135.943
693.000,15.370,101976.695
694.000,15.323,101178.345
695.000,15.748,102074.394
696.000,15.983,100406.908
697.000,15.214,101241.917
698.000,15.764,100792.716
699.000,15.032,101471.473
700.000,15.267,100661.614
701.000,15.372,101359.351
702.000,15.194,101675.069
703.000,15.795,100429.690
704.000,15.083,101755.421
705.000,15.449,102032.949
706.000,15.489,100749.023
707.000,15.627,101005.943
708.000,15.481,100372.901
709.000,15.736,101187.463
710.000,15.796,102220.564
711.000,15.880,100673.112
712.000,15.172,101044.713
713.000,15.808,101535.508
714.000,15.255,102193.051
715.000,15.901,100968.065
716.000,15.833,100743.140
717.000,15.561,101874.982
718.000,15.626,101658.222
719.000,15.675,100449.382
720.000,15.623,100789.887
721.000,15.199,102178.579
722.000,15.626,101700.169
723.000,15.604,100705.683
724.000,15.270,102168.262
725.000,15.989,100994.301
726.000,15.109,100595.467
727.000,16.023,100805.399
728.000,15.294,101367.830
729.000,15.131,101125.480
730.000,15.400,100478.753
731.000,15.207,101553.279
732.000,15.733,101129.555
733.000,15.118,102088.401
734.000,15.036,101015.071
735.000,15.207,101060.480
736.000,15.574,101075.646
737.000,15.749,101484.678
738.000,15.500,101590.251
739.000,16.024,101467.869
740.000,15.124,100792.930
741.000,15.237,100730.557
742.000,15.372,100732.367
743.000,15.864,101487.935
744.000,15.218,101748.934
745.000,15.255,101914.868
746.000,15.170,101913.327
747.000,15.962,100788.149
748.000,15.327,100934.720
749.000,16.025,102191.697
750.000,15.513,100738.403
751.000,15.355,101834.974
752.000,15.286,100543.485
753.000,15.456,101550.581
754.000,15.146,101081.860
755.000,15.650,101218.445
756.000,15.068,100756.262
757.000,15.950,101381.720
758.000,15.350,101283.127
759.000,15.114,101340.905
760.000,15.222,101516.412
761.000,15.182,101875.527
762.000,15.481,101208.311
763.000,15.754,102047.435
764.000,15.745,101051.031
765.000,15.851,101710.241
766.000,15.770,100587.295
767.000,15.633,101236.735
768.000,15.772,100319.090
769.000,15.492,102200.261
770.000,15.405,101568.902
771.000,15.976,101343.346
772.000,15.853,101144.645
773.000,15.874,100703.643
774.000,15.679,101699.309
775.000,15.280,101139.859
776.000,15.834,100706.116
777.000,15.353,100690.586
778.000,15.781,100559.666
779.000,15.478,101756.023
780.000,15.290,100986.008
781.000,15.578,102036.954
782.000,15.777,101928.268
783.000,15.723,101405.224
784.000,15.593,101026.843
785.000,15.986,102178.681
786.000,16.036,100962.933
787.000,15.373,102070.278
788.000,15.879,100776.890
789.000,15.574,101314.887
790.000,15.801,100360.065
791.000,15.530,100953.201
792.000,15.463,101598.512
793.000,16.035,100942.337
794.000,15.980,100428.225
795.000,15.659,101820.268
796.000,15.542,101042.754
797.000,15.282,101360.321
798.000,15.120,100666.515
799.000,15.954,102132.723
800.000,15.674,101584.580
801.000,15.953,101345.609
802.000,15.513,102065.107
803.000,15.917,101510.183
804.000,15.539,101256.783
805.000,15.575,101341.798
806.000,15.454,101913.861
807.000,16.030,100518.791
808.000,15.696,101407.243
809.000,15.264,100629.303
810.000,15.977,101329.124
811.000,15.971,101106.126
812.000,15.112,102181.064
813.000,15.621,101540.276
814.000,15.150,102115.162
815.000,15.689,100863.887
816.000,15.664,100795.510
817.000,16.034,100785.524
818.000,15.886,102273.368
819.000,15.206,100705.847
820.000,15.298,101326.869
821.000,15.655,102219.984
822.000,15.973,100967.211
823.000,15.267,101244.770
824.000,16.052,101353.478
825.000,15.610,100327.645
826.000,15.837,100314.161
827.000,15.509,100859.163
828.000,15.854,100462.620
829.000,15.992,101160.897
830.000,15.746,100670.703
831.000,15.941,100406.853
832.000,15.388,101937.564
833.000,15.842,100721.727
834.000,15.517,100407.008
835.000,15.553,100738.342
836.000,15.869,100607.337
837.000,15.444,101845.050
838.000,15.627,102031.357
839.000,15.264,100441.473
840.000,15.889,102289.727
841.000,15.548,101021.134
842.000,15.128,100636.091
843.000,15.563,101554.139
844.000,15.367,101357.257
845.000,15.711,101717.125
846.000,15.578,101307.353
847.000,15.315,101440.540
848.000,15.618,100740.569
849.000,16.090,100701.631
850.000,15.570,100327.090
851.000,15.398,101600.551
852.000,15.814,101914.356
853.000,15.618,100353.501
854.000,16.044,101810.963
855.000,15.195,100649.499
856.000,15.778,102132.217
857.000,15.803,100367.107
858.000,15.506,100518.844
859.000,15.607,101922.873
860.000,16.037,100400.675
861.000,15.352,101169.540
862.000,15.141,101141.889
863.000,15.724,101907.188
864.000,15.708,101584.554
865.000,15.453,101648.319
866.000,15.277,100764.568
867.000,15.604,101434.629
868.000,16.068,101144.267
869.000,15.893,101361.800
870.000,15.613,101280.135
871.000,15.450,101317.427
872.000,15.349,102033.030
873.000,15.188,101566.593
874.000,15.282,101767.778
875.000,16.056,101852.441
876.000,15.265,102039.787
877.000,15.894,101046.131
878.000,15.852,101825.620
879.000,15.296,100782.774
880.000,15.810,101610.050
881.000,15.746,100557.812
882.000,16.071,101267.782
883.000,15.219,101177.417
884.000,15.995,101652.800
885.000,15.416,102206.045
886.000,15.486,102084.914
887.000,15.978,101820.425
888.000,15.418,100458.881
889.000,15.505,100838.619
890.000,15.907,101256.077
891.000,15.794,101472.503
892.000,15.362,101442.353
893.000,15.456,101700.288
894.000,15.534,102266.654
895.000,15.436,101616.881
896.000,15.211,102003.831
897.000,16.047,101368.731
898.000,16.103,102210.201
899.000,15.888,101441.477
900.000,15.538,101681.523
901.000,16.023,101989.176
902.000,15.752,102098.668
903.000,15.602,101239.097
904.000,15.516,101811.826
905.000,15.238,101889.870
906.000,15.662,101419.801
907.000,15.380,100535.480
908.000,15.337,101586.338
909.000,15.562,102298.655
910.000,16.116,102013.778
911.000,15.430,101864.192
912.000,15.623,101050.781
913.000,15.753,100747.259
914.000,15.470,101021.703
915.000,16.004,101980.104
916.000,15.317,100573.370
917.000,16.112,102201.590
918.000,16.135,102295.764
919.000,16.104,102173.241
920.000,15.509,102067.835
921.000,15.364,100358.813
922.000,16.089,101218.978
923.000,15.731,100975.348
924.000,15.627,102198.776
925.000,15.598,101489.066
926.000,15.497,100585.626
927.000,16.126,100690.512
928.000,15.239,100732.767
929.000,15.459,100678.178
930.000,15.392,101533.091
931.000,16.062,101057.509
932.000,15.887,101703.357
933.000,15.320,101132.925
934.000,15.353,101257.896
935.000,16.133,100575.269
936.000,15.656,101469.931
937.000,15.218,100961.401
938.000,15.764,101326.814
939.000,15.624,100429.300
940.000,15.978,100823.448
941.000,15.646,101684.870
942.000,16.104,101568.668
943.000,15.296,101641.997
944.000,16.168,102003.450
945.000,16.144,100419.177
946.000,16.120,100830.934
947.000,15.853,101562.955
948.000,15.781,100792.850
949.000,15.335,101264.216
950.000,15.410,101552.212
951.000,15.488,100466.416
952.000,15.818,101214.246
953.000,15.523,100695.362
954.000,15.968,101002.848
955.000,15.702,102005.532
956.000,15.227,101150.407
957.000,15.557,100633.885
958.000,15.484,100940.509
959.000,15.450,102151.599
960.000,15.757,100928.489
961.000,15.622,102175.586
962.000,15.940,100943.581
963.000,15.270,101300.717
964.000,15.832,101037.926
965.000,15.400,101364.124
966.000,15.377,101952.763
967.000,15.445,101337.002
968.000,15.398,100524.718
969.000,15.618,102115.376
970.000,15.707,101860.318
971.000,15.595,101629.659
972.000,16.125,102231.618
973.000,15.274,101088.925
974.000,15.909,100613.985
975.000,15.948,100531.035
976.000,15.870,100909.640
977.000,15.963,102266.777
978.000,15.645,100438.486
979.000,15.620,102219.413
980.000,15.998,101662.782
981.000,15.643,101978.340
982.000,15.287,101517.951
983.000,15.818,102188.934
984.000,15.881,101103.877
985.000,15.257,100734.336
986.000,15.778,101843.558
987.000,16.154,100377.025
988.000,16.141,101395.968
989.000,15.371,101897.814
990.000,16.218,101804.574
991.000,15.680,100479.680
992.000,15.286,100926.636
993.000,15.526,100939.210
994.000,16.192,100494.061
995.000,15.851,101897.079
996.000,15.901,102289.506
997.000,15.410,101866.243
998.000,15.706,102148.298
999.000,15.443,100638.409
1000.000,15.721,102254.721
1001.000,15.665,101766.340
1002.000,15.285,101870.284
1003.000,15.330,101723.021
1004.000,16.058,101301.124
1005.000,15.926,101416.517
1006.000,15.932,102143.809
1007.000,15.795,102074.686
1008.000,16.006,101508.279
1009.000,15.572,100435.928
1010.000,15.909,101737.926
1011.000,15.891,101271.090
1012.000,15.968,100383.162
1013.000,15.906,101840.158
1014.000,15.879,101475.489
1015.000,15.735,101139.187
1016.000,15.813,101445.993
1017.000,15.802,100976.898
1018.000,15.603,100763.893
1019.000,15.617,100733.608
1020.000,16.123,100645.676
1021.000,15.679,101832.113
1022.000,15.659,102080.511
1023.000,15.914,101383.096
1024.000,15.475,101357.741
1025.000,16.125,102120.817
1026.000,15.555,101201.579
1027.000,15.362,101627.845
1028.000,15.546,100395.596
1029.000,15.827,101553.826
1030.000,15.411,101785.973
1031.000,15.759,101484.363
1032.000,15.508,101329.808
1033.000,16.202,101422.063
1034.000,15.704,101868.436
1035.000,15.966,102248.115
1036.000,15.983,101634.624
1037.000,15.571,100746.470
1038.000,16.239,100680.205
1039.000,15.792,101175.392
1040.000,15.847,101833.353
1041.000,16.061,101765.749
1042.000,15.920,102141.835
1043.000,15.362,101083.691
1044.000,15.678,101736.291
1045.000,15.613,101417.694
1046.000,15.912,101876.103
1047.000,15.625,101347.049
1048.000,15.999,101725.456
1049.000,16.121,102045.184
1050.000,16.209,102289.683
1051.000,16.050,101609.796
1052.000,15.595,100626.035
1053.000,15.976,100843.988
1054.000,15.916,101570.171
1055.000,15.894,102299.966
1056.000,15.433,101954.382
1057.000,15.733,100464.717
1058.000,15.889,101787.440
1059.000,16.248,101332.235
1060.000,16.086,100613.131
1061.000,16.234,100470.455
1062.000,16.232,101414.665
1063.000,16.102,100928.132
1064.000,15.696,102043.314
1065.000,15.301,100623.895
1066.000,15.843,100907.888
1067.000,16.228,102205.463
