# time(s),temperature(deg C),Pressure(Pa)
365.000,15.031,100457.315
366.000,15.283,101536.475
367.000,15.435,100970.486
368.000,14.947,101205.480
369.000,15.374,101888.749
370.000,15.726,101614.964
371.000,15.037,100567.354
372.000,15.180,101413.851
373.000,15.336,101135.019
374.000,15.599,100575.963
375.000,15.553,101399.090
376.000,15.141,101347.086
377.000,15.481,100591.763
378.000,14.990,101316.780
379.000,15.539,102180.462
380.000,15.092,101716.553
381.000,15.329,101847.289
382.000,15.062,100348.770
383.000,15.422,101593.012
384.000,14.792,101952.293
385.000,15.600,101304.647
386.000,14.920,100427.581
387.000,15.182,100495.769
388.000,15.169,101630.491
389.000,15.546,101075.959
390.000,15.453,101933.845
391.000,14.938,101783.771
392.000,15.752,101065.739
393.000,14.848,101630.626
394.000,14.990,101233.682
395.000,15.774,101836.211
396.000,15.098,102025.783
397.000,15.004,101712.209
398.000,15.379,101609.665
399.000,15.408,100499.493
400.000,14.814,100647.891
401.000,15.738,102219.000
402.000,15.393,101283.332
403.000,15.508,101570.875
404.000,14.819,100687.099
405.000,15.554,101693.973
406.000,15.528,100981.453
407.000,15.347,102169.283
408.000,14.827,100821.868
409.000,15.100,100315.066
410.000,15.003,101182.989
411.000,15.623,101450.206
412.000,15.770,100995.018
413.000,14.936,101058.521
414.000,15.586,100488.684
415.000,15.586,101868.727
416.000,15.617,100698.745
417.000,15.790,100946.029
418.000,14.896,101706.126
419.000,15.281,101816.895
420.000,15.322,102063.267
421.000,14.995,101435.026
422.000,15.465,102169.625
423.000,15.029,102092.418
424.000,15.698,101372.952
425.000,14.811,101626.605
426.000,15.132,100399.585
427.000,15.805,101389.430
428.000,15.351,100641.345
429.000,15.436,102055.863
430.000,15.400,101376.860
431.000,15.784,102190.085
432.000,15.544,100425.897
433.000,15.215,102070.687
434.000,14.929,101560.939
435.000,15.021,101642.300
436.000,14.859,100497.622
437.000,15.724,101248.490
438.000,15.452,101920.319
439.000,15.469,101652.310
440.000,15.264,101338.101
441.000,15.405,100971.629
442.000,15.652,100894.818
443.000,14.874,101079.755
444.000,14.910,101046.752
445.000,14.849,101044.137
446.000,15.047,101887.836
447.000,15.300,102042.373
448.000,15.247,101674.125
449.000,15.501,101057.029
450.000,15.004,101601.723
451.000,15.227,101307.708
452.000,15.029,101741.713
453.000,15.759,101287.623
454.000,15.107,101129.614
455.000,15.215,100535.339
456.000,15.298,101032.069
457.000,15.077,101825.365
458.000,15.499,101029.007
459.000,15.260,100613.254
460.000,15.095,100493.227
461.000,15.471,101022.011
462.000,15.508,101532.933
463.000,15.278,101770.365
464.000,15.226,101494.748
465.000,15.391,101518.794
466.000,14.982,101941.494
467.000,15.736,101568.713
468.000,15.587,101084.323
469.000,15.499,102285.835
470.000,15.319,102040.428
471.000,15.070,101561.226
472.000,15.064,101832.679
473.000,14.874,101798.747
474.000,14.873,101312.142
475.000,15.617,102122.713
476.000,15.467,102084.701
477.000,15.186,101830.173
478.000,15.450,100344.777
479.000,15.622,101938.611
480.000,15.787,101564.894
481.000,15.068,101900.471
482.000,15.232,101821.214
483.000,14.991,101060.597
484.000,15.115,100691.525
485.000,14.920,100949.079
486.000,15.317,100983.143
487.000,15.192,100795.540
488.000,15.692,102198.021
489.000,15.505,101823.408
490.000,15.453,101559.684
491.000,15.392,101756.716
492.000,15.740,102206.147
493.000,15.516,101948.660
494.000,15.294,101835.906
495.000,15.327,101576.988
496.000,14.948,101834.116
497.000,15.807,100854.043
498.000,15.486,100784.572
499.000,14.907,100739.428
500.000,14.900,101428.447
501.000,15.300,100931.769
502.000,15.395,101570.634
503.000,14.996,101552.525
504.000,15.502,101654.507
505.000,15.359,102098.845
506.000,15.819,100978.264
507.000,15.179,101971.926
508.000,15.630,100875.989
509.000,15.148,102191.667
510.000,15.318,100575.210
511.000,14.950,101091.420
512.000,15.217,100569.021
513.000,15.853,100873.717
514.000,15.287,101406.314
515.000,15.384,100486.909
516.000,15.577,101942.662
517.000,15.543,102132.473
518.000,15.546,101653.491
519.000,15.241,101021.466
520.000,15.795,101856.659
521.000,15.716,100550.445
522.000,15.000,101243.157
523.000,15.281,101353.091
524.000,15.486,100899.195
525.000,14.896,100389.752
526.000,15.550,101020.050
527.000,14.957,100763.498
528.000,15.643,100876.527
529.000,15.499,101955.189
530.000,15.040,101501.866
531.000,15.423,101286.575
532.000,15.059,100855.178
533.000,14.916,100923.314
534.000,15.696,101104.404
535.000,15.737,100458.382
536.000,15.281,101395.020
537.000,15.868,101290.259
538.000,15.781,101524.445
539.000,15.767,101853.607
540.000,15.798,101361.665
541.000,14.996,102076.803
542.000,15.565,100394.198
543.000,15.731,100892.440
544.000,15.307,102125.050
545.000,15.659,101680.534
546.000,15.035,101177.797
547.000,15.679,102233.649
548.000,15.722,101533.187
549.000,15.120,100771.542
550.000,15.151,102036.331
551.000,15.366,102210.159
552.000,15.722,101175.290
553.000,15.710,101255.250
554.000,15.867,100503.558
555.000,15.836,101879.555
556.000,15.028,102109.888
557.000,15.309,101763.166
558.000,15.385,102023.907
559.000,15.125,100551.410
560.000,15.363,101784.669
561.000,15.690,101332.704
562.000,15.593,101930.329
563.000,15.302,101064.444
564.000,15.277,101368.845
565.000,15.753,101478.325
566.000,15.641,101124.982
567.000,15.880,101585.695
568.000,15.867,100639.092
569.000,14.986,100930.824
570.000,15.442,101038.523
571.000,15.308,101113.986
572.000,15.447,101738.746
573.000,15.888,100624.001
574.000,15.150,100832.562
575.000,15.307,101608.917
576.000,15.415,100470.869
577.000,15.577,100852.517
578.000,15.336,102284.113
579.000,15.162,100719.212
580.000,15.795,100889.871
581.000,15.814,101094.718
582.000,15.696,100461.695
583.000,15.593,100718.004
584.000,15.835,102150.069
585.000,15.186,101830.605
586.000,15.858,100337.617
587.000,15.326,100923.523
588.000,15.136,100964.843
589.000,15.227,101609.206
590.000,14.984,101550.599
591.000,15.899,101644.127
592.000,15.819,100979.380
593.000,15.467,102192.224
594.000,15.436,101064.819
595.000,15.428,101849.061
596.000,15.232,101086.665
597.000,15.749,101167.006
598.000,14.978,101760.210
599.000,15.623,101750.128
600.000,15.842,100461.896
601.000,14.999,101684.897
602.000,15.481,100886.343
603.000,14.986,101854.135
604.000,15.167,101411.855
605.000,15.798,100418.993
606.000,15.499,101138.089
607.000,15.325,100571.736
608.000,15.174,100766.790
609.000,15.723,100984.180
610.000,15.238,102073.371
611.000,15.267,101261.649
612.000,15.801,100430.654
613.000,15.148,100682.393
614.000,15.224,100581.727
615.000,15.160,100709.199
616.000,15.341,100609.941
617.000,15.175,101435.765
618.000,15.482,100670.549
619.000,15.714,100625.769
620.000,15.498,101918.065
621.000,15.815,100446.622
622.000,15.490,101533.566
623.000,15.127,100881.590
624.000,15.015,100945.731
625.000,15.352,100672.632
626.000,15.623,101047.800
627.000,15.744,100703.065
628.000,15.198,101329.909
629.000,14.995,100343.515
630.000,15.114,102035.060
631.000,15.209,100826.775
632.000,15.125,100970.225
633.000,15.703,101154.375
634.000,15.069,102203.494
635.000,15.505,101846.180
636.000,15.178,101354.459
637.000,15.098,100781.661
638.000,15.757,100988.547
639.000,15.634,100831.246
640.000,15.907,101156.883
641.000,15.585,100818.146
642.000,15.650,100636.590
643.000,15.638,101350.522
644.000,15.511,100432.409
645.000,15.440,100807.008
646.000,15.694,101813.410
647.000,15.845,102157.977
648.000,15.644,101200.063
649.000,15.591,101917.021
650.000,15.806,100900.942
651.000,15.108,101375.550
652.000,15.641,101719.990
653.000,15.856,101515.981
654.000,15.726,101716.708
655.000,15.864,102123.130
656.000,15.431,101567.341
657.000,15.830,101920.717
658.000,15.168,101110.944
659.000,15.937,102207.646
660.000,15.247,101131.874
661.000,15.174,100729.163
662.000,15.033,101751.229
663.000,15.666,101799.979
664.000,15.363,101490.251
665.000,15.687,100438.552
666.000,15.250,100387.186
667.000,15.953,101252.985
668.000,15.480,100808.318
669.000,15.496,101901.149
670.000,15.982,101461.448
671.000,15.183,100947.351
672.000,15.223,101805.988
673.000,15.754,100989.902
674.000,15.360,100726.200
675.000,15.377,101340.054
676.000,15.852,100364.378
677.000,15.314,101440.928
678.000,15.493,101262.838
679.000,15.035,101106.131
680.000,15.165,101892.143
681.000,15.742,100505.394
682.000,15.754,100363.508
683.000,15.478,101661.466
684.000,15.079,102014.899
685.000,15.605,100763.287
686.000,15.547,100756.409
687.000,15.522,101207.811
688.000,15.921,101123.528
689.000,15.097,100424.459
690.000,15.016,101876.152
691.000,15.694,101398.609
692.000,15.470,101032.129
693.000,15.018,100940.944
694.000,15.573,101574.879
695.000,15.290,100583.361
696.000,15.486,101388.178
697.000,15.427,101956.629
698.000,15.972,101114.744
699.000,15.355,100857.134
700.000,15.932,101619.898
701.000,15.447,101827.505
702.000,15.420,102187.904
703.000,15.769,100430.479
704.000,15.376,101727.830
705.000,15.747,101582.880
706.000,15.359,101600.216
707.000,15.125,101562.807
708.000,15.348,100682.620
709.000,15.111,101800.737
710.000,15.370,102136.820
711.000,15.226,100979.147
712.000,15.108,101444.975
713.000,15.037,102179.559
714.000,15.788,102140.177
715.000,15.307,101018.166
716.000,15.816,100620.140
717.000,15.259,101621.978
718.000,15.501,102165.251
719.000,15.432,102049.413
720.000,15.359,101269.814
721.000,15.283,101306.643
722.000,15.094,101356.559
723.000,15.653,100440.202
724.000,15.593,102080.275
725.000,15.917,100785.009
726.000,15.566,100407.055
727.000,15.573,100472.997
728.000,15.704,100584.866
729.000,15.139,100806.986
730.000,15.369,100563.273
731.000,15.151,100614.700
732.000,15.630,102107.328
733.000,15.104,102003.924
734.000,15.367,100545.776
735.000,15.384,100771.531
736.000,15.971,101244.582
737.000,15.312,101111.197
738.000,15.237,101240.577
739.000,16.009,101169.604
740.000,15.106,102073.770
741.000,15.344,101107.432
742.000,15.793,101051.253
743.000,15.474,101043.306
744.000,15.302,101438.331
745.000,15.901,101655.176
746.000,15.514,100935.109
747.000,16.007,101958.758
748.000,15.568,101330.572
749.000,15.340,101363.924
750.000,15.882,100855.814
751.000,15.343,100714.594
752.000,15.844,101632.187
753.000,15.305,100515.078
754.000,15.894,101960.363
755.000,15.932,101117.436
756.000,15.642,101497.086
757.000,15.772,101207.789
758.000,15.781,100327.949
759.000,15.164,101871.162
760.000,15.643,100702.696
761.000,15.184,100639.949
762.000,15.821,101536.780
763.000,15.870,100377.858
764.000,15.944,100836.962
765.000,15.632,101574.392
766.000,15.915,101457.171
767.000,15.062,100894.857
768.000,15.545,100979.536
769.000,15.601,102109.509
770.000,15.306,100561.407
771.000,15.396,101786.924
772.000,15.068,101169.593
773.000,15.528,101259.636
774.000,15.279,101778.577
775.000,15.441,101399.647
776.000,15.992,100897.473
777.000,15.357,101868.472
778.000,15.399,102232.893
779.000,15.382,101907.350
780.000,15.700,102051.954
781.000,15.964,102148.424
782.000,15.970,100430.647
783.000,15.559,101520.802
784.000,15.479,101579.045
785.000,15.574,102145.909
786.000,15.669,101865.594
787.000,15.148,102246.636
788.000,15.681,100889.666
789.000,16.011,101567.574
790.000,15.409,102047.988
791.000,15.726,101043.074
792.000,15.726,100750.205
793.000,15.927,101515.019
794.000,15.336,102095.966
795.000,15.970,101683.568
796.000,15.630,102266.949
797.000,15.810,101887.718
798.000,15.466,100342.304
799.000,15.188,101543.575
800.000,15.388,101349.329
801.000,15.613,101315.324
802.000,15.466,100351.085
803.000,15.434,101829.556
804.000,15.703,100928.165
805.000,15.512,102032.953
806.000,15.755,101073.995
807.000,15.307,101926.678
808.000,15.559,101883.586
809.000,15.245,101105.084
810.000,15.861,100789.561
811.000,15.273,101305.732
812.000,15.143,101959.994
813.000,15.697,100559.742
814.000,15.337,101785.218
815.000,15.474,102167.156
816.000,15.660,101573.983
817.000,15.773,100636.506
818.000,15.716,100789.275
819.000,15.522,101545.545
820.000,15.489,100957.772
821.000,15.718,102195.376
822.000,15.327,100735.661
823.000,15.333,101318.688
824.000,15.808,101813.870
825.000,15.214,101965.865
826.000,15.737,101491.360
827.000,15.222,100644.259
828.000,15.708,100808.758
829.000,15.198,101164.834
830.000,15.973,102277.617
831.000,15.112,101507.921
832.000,15.910,100941.530
833.000,15.472,100383.810
834.000,15.411,102047.527
835.000,15.789,100744.609
836.000,15.492,101130.071
837.000,15.624,100865.484
838.000,16.041,101777.784
839.000,15.768,102065.482
840.000,15.901,101277.187
841.000,15.331,100837.949
842.000,15.301,101921.046
843.000,15.633,100651.589
844.000,15.410,101882.567
845.000,15.537,100701.181
846.000,15.226,100967.507
847.000,15.982,101934.497
848.000,15.644,100607.125
849.000,15.549,102062.455
850.000,15.784,100771.040
851.000,15.180,101901.348
852.000,15.983,100618.915
853.000,15.873,101859.660
854.000,15.576,101437.053
855.000,15.978,100637.758
856.000,15.437,102120.215
857.000,16.028,101745.081
858.000,16.084,100390.616
859.000,15.639,101660.396
860.000,15.755,100598.830
861.000,15.680,100332.049
862.000,16.049,101498.585
863.000,15.923,101607.006
864.000,15.618,102048.542
865.000,15.710,101566.899
866.000,15.976,100893.522
867.000,15.820,100820.115
868.000,15.170,101829.534
869.000,16.117,101669.152
870.000,15.748,101243.376
871.000,16.000,100400.657
872.000,15.902,101439.635
873.000,15.884,101978.613
874.000,15.376,100308.516
875.000,15.498,100700.504
876.000,15.787,101742.865
877.000,15.884,100330.884
878.000,15.237,101181.053
879.000,16.017,101427.703
880.000,15.192,100542.974
881.000,15.920,101789.678
882.000,15.503,101367.207
883.000,15.684,101503.753
884.000,15.430,102013.754
885.000,15.624,101861.272
886.000,15.544,101422.122
887.000,16.031,100350.573
888.000,15.829,100305.871
889.000,15.493,101808.187
890.000,15.881,102204.352
891.000,15.630,100831.272
892.000,16.132,100620.071
893.000,15.608,101012.501
894.000,16.106,101123.933
895.000,15.203,100533.088
896.000,15.657,101976.666
897.000,15.438,100596.111
898.000,15.454,100811.750
899.000,15.996,101748.766
900.000,15.260,101710.027
901.000,16.062,101855.474
902.000,15.877,101886.515
903.000,15.637,101650.597
904.000,15.470,102215.630
905.000,15.275,101703.521
906.000,16.084,102226.695
907.000,15.872,101510.060
908.000,15.931,101005.341
909.000,16.086,100833.256
910.000,16.145,101395.548
911.000,16.027,101472.783
912.000,15.918,100652.306
913.000,15.526,101181.944
914.000,15.405,101655.718
915.000,15.807,100875.056
916.000,15.577,101995.270
917.000,15.675,101618.038
918.000,15.292,100407.410
919.000,15.172,100735.051
920.000,16.090,101304.671
921.000,16.119,101590.335
922.000,15.823,101263.864
923.000,15.287,102119.603
924.000,15.315,100850.455
925.000,15.684,102217.696
926.000,15.484,100608.408
927.000,15.706,100827.274
928.000,15.653,100996.774
929.000,15.973,101193.364
930.000,15.509,100995.490
931.000,15.474,101202.796
932.000,15.403,101991.119
933.000,15.343,102077.427
934.000,15.285,101672.580
935.000,15.690,101943.281
936.000,15.279,100620.220
937.000,16.175,100350.074
938.000,15.305,101939.362
939.000,15.231,100575.557
940.000,15.642,100494.688
941.000,15.192,101940.405
942.000,15.811,101463.282
943.000,15.565,101480.250
944.000,15.840,102250.803
945.000,15.327,102202.056
946.000,15.234,100848.329
947.000,15.555,102048.184
948.000,15.998,101732.839
949.000,16.143,101076.939
950.000,15.224,101465.367
951.000,15.532,100986.226
952.000,15.866,100537.120
953.000,15.541,100686.495
954.000,15.819,101641.788
955.000,15.547,100917.958
956.000,15.402,100680.819
957.000,15.218,100896.163
958.000,15.966,100847.984
959.000,15.845,101577.242
960.000,15.378,101089.701
961.000,15.676,100809.470
962.000,15.357,102092.714
963.000,15.768,101588.688
964.000,15.401,101197.995
965.000,15.217,102051.597
966.000,15.301,101477.850
967.000,15.625,100841.555
968.000,15.910,102007.025
969.000,15.733,100826.881
970.000,15.989,101393.555
971.000,15.488,100755.350
972.000,16.177,100617.604
973.000,16.151,101849.603
974.000,15.477,100432.457
975.000,15.460,100901.215
976.000,16.084,102298.117
977.000,15.756,100599.596
978.000,15.753,101424.573
979.000,15.570,101025.232
980.000,15.979,100363.939
981.000,15.995,101332.143
982.000,15.860,102181.082
983.000,16.043,101013.707
984.000,16.090,101090.382
985.000,16.162,101001.540
986.000,16.104,100380.538
987.000,15.302,100727.426
988.000,15.368,101371.341
989.000,15.598,101094.711
990.000,15.757,102185.176
991.000,15.931,101311.801
992.000,16.024,101409.545
993.000,15.964,102276.366
994.000,15.713,101480.729
995.000,15.694,100983.365
996.000,16.142,102054.929
997.000,15.701,101881.760
998.000,15.943,100749.770
999.000,15.506,101510.106
1000.000,16.195,100578.000
1001.000,15.674,102282.457
1002.000,15.899,101095.409
1003.000,15.579,101076.093
1004.000,15.861,102103.622
1005.000,15.895,100332.399
1006.000,15.683,101820.316
1007.000,15.306,101406.287
1008.000,15.303,100845.238
1009.000,15.815,101768.805
1010.000,15.484,101032.709
1011.000,16.031,100770.243
1012.000,15.613,101859.713
1013.000,15.646,101542.480
1014.000,15.532,101456.649
1015.000,16.169,101347.667
1016.000,15.557,101204.728
1017.000,15.278,101875.638
1018.000,15.888,101180.248
1019.000,15.382,101522.709
1020.000,15.353,100942.793
1021.000,15.558,101671.571
1022.000,16.054,101492.734
1023.000,15.953,100727.154
1024.000,15.506,101079.886
1025.000,16.181,101977.672
1026.000,15.572,100368.132
1027.000,16.077,102111.767
1028.000,15.967,101818.940
1029.000,16.025,101473.003
1030.000,15.517,102204.018
1031.000,15.306,101144.707
1032.000,15.883,100634.607
1033.000,15.941,101688.872
1034.000,15.684,100534.723
1035.000,16.006,102064.919
1036.000,16.004,101200.928
1037.000,15.987,101658.871
1038.000,15.855,101454.999
1039.000,16.150,101834.307
1040.000,15.934,101841.880
1041.000,15.704,102021.099
1042.000,15.349,100751.765
1043.000,15.918,100317.673
1044.000,15.267,100940.760
1045.000,16.077,101883.766
1046.000,15.602,101609.669
1047.000,16.101,100617.419
1048.000,15.385,100712.197
1049.000,15.788,101209.529
1050.000,16.224,101736.725
1051.000,15.828,101139.328
1052.000,16.111,100594.133
1053.000,15.493,101376.707
1054.000,15.780,101006.344
1055.000,15.771,101162.408
1056.000,16.144,101883.280
1057.000,16.056,101344.414
1058.000,16.102,100402.878
1059.000,15.407,100532.570
1060.000,15.521,100606.156
1061.000,15.356,102222.380
1062.000,15.475,102060.104
1063.000,15.904,101882.752
1064.000,16.154,101899.909
1065.000,15.782,101577.247
1066.000,15.909,101664.093
1067.000,15.478,102196.870
