# time(s),temperature(deg C),Pressure(Pa)
85.000,15.328,100544.492
86.000,15.137,101474.002
87.000,15.238,101859.815
88.000,14.586,102030.953
89.000,14.987,101214.784
90.000,15.395,101280.565
91.000,14.633,101221.123
92.000,15.054,100978.573
93.000,15.366,100964.662
94.000,15.297,102186.470
95.000,15.365,100657.080
96.000,15.074,101302.741
97.000,14.820,101479.922
98.000,15.553,101442.528
99.000,14.764,100946.668
100.000,15.063,101653.122
101.000,14.842,101729.577
102.000,14.901,101220.510
103.000,15.046,101537.346
104.000,14.712,100748.737
105.000,14.629,100444.241
106.000,15.169,101792.253
107.000,15.362,102039.963
108.000,14.961,101053.918
109.000,14.811,100521.542
110.000,15.054,101200.431
111.000,15.489,100878.346
112.000,14.627,102120.660
113.000,14.774,100577.553
114.000,14.627,100624.781
115.000,15.089,100445.143
116.000,15.571,100713.514
117.000,15.377,100901.324
118.000,15.033,101625.948
119.000,15.442,101767.537
120.000,15.504,102015.026
121.000,14.799,100316.235
122.000,14.631,100682.748
123.000,15.236,102136.379
124.000,15.496,100955.984
125.000,14.999,101946.806
126.000,14.888,100788.546
127.000,14.644,101230.600
128.000,15.456,100394.989
129.000,15.047,100978.596
130.000,15.191,101016.265
131.000,14.737,100756.089
132.000,14.813,100311.283
133.000,14.811,101427.004
134.000,14.999,100983.493
135.000,14.701,100679.062
136.000,15.512,102295.859
137.000,15.170,101316.024
138.000,15.132,101548.645
139.000,15.507,100971.026
140.000,14.655,100416.341
141.000,15.060,101876.712
142.000,14.648,101100.536
143.000,15.378,102136.913
144.000,14.872,102216.559
145.000,15.440,101633.601
146.000,15.366,102183.247
147.000,15.394,100663.709
148.000,14.701,101741.050
149.000,15.602,100340.405
150.000,15.114,100704.881
151.000,15.374,102212.393
152.000,14.933,101887.895
153.000,15.061,102131.635
154.000,14.836,100875.712
155.000,14.958,101087.003
156.000,15.407,101486.777
157.000,15.514,101831.560
158.000,15.288,102221.882
159.000,15.255,100360.503
160.000,15.514,100759.774
161.000,14.931,102102.963
162.000,14.856,100707.891
163.000,15.276,100595.137
164.000,14.850,101599.011
165.000,14.826,100877.901
166.000,14.671,101026.211
167.000,15.293,100695.854
168.000,15.412,100838.070
169.000,15.534,102203.674
170.000,14.861,101764.922
171.000,15.424,101782.229
172.000,15.336,101476.900
173.000,15.283,101834.909
174.000,14.843,100365.413
175.000,15.573,101031.738
176.000,15.396,101498.871
177.000,15.409,100825.101
178.000,15.234,100651.293
179.000,15.056,100330.291
180.000,14.753,101412.790
181.000,15.499,101514.232
182.000,14.990,101259.847
183.000,15.079,101760.157
184.000,15.338,101143.311
185.000,14.981,100969.570
186.000,15.532,101329.078
187.000,14.776,101160.553
188.000,14.823,100668.024
189.000,15.412,102131.208
190.000,15.236,101521.094
191.000,15.337,100457.499
192.000,15.170,101005.994
193.000,15.349,101230.951
194.000,14.884,101045.531
195.000,15.108,101613.743
196.000,15.494,101888.396
197.000,14.659,102268.189
198.000,15.067,100931.867
199.000,15.228,101472.118
200.000,14.926,100452.222
201.000,15.102,101750.138
202.000,15.607,102192.936
203.000,15.633,101377.114
204.000,14.974,101205.225
205.000,14.816,101753.312
206.000,15.271,100732.331
207.000,14.841,102044.507
208.000,15.414,100937.511
209.000,14.852,100521.162
210.000,14.845,100749.829
211.000,15.519,101835.877
212.000,15.345,100397.889
213.000,15.168,100894.153
214.000,15.117,101013.473
215.000,15.258,101878.848
216.000,15.331,101351.479
217.000,15.562,101872.699
218.000,15.034,101765.752
219.000,15.330,101104.192
220.000,15.104,100982.772
221.000,14.961,101715.031
222.000,15.281,100757.579
223.000,15.001,101655.229
224.000,14.855,101178.020
225.000,14.895,100994.490
226.000,15.035,101673.109
227.000,14.835,101717.305
228.000,14.859,101345.430
229.000,15.077,100528.712
230.000,15.047,101847.778
231.000,14.909,101394.664
232.000,15.658,102145.846
233.000,15.582,101850.089
234.000,15.253,101658.042
235.000,15.050,102101.754
236.000,15.559,100967.816
237.000,14.939,100574.253
238.000,14.758,101806.475
239.000,15.018,102081.748
240.000,15.560,101657.234
241.000,15.044,101489.257
242.000,15.059,101673.470
243.000,15.593,101768.953
244.000,15.005,100936.332
245.000,15.285,101702.574
246.000,15.393,100480.730
247.000,14.752,102204.407
248.000,14.965,100887.629
249.000,15.167,101607.720
250.000,15.369,102270.245
251.000,14.761,101556.014
252.000,14.830,102091.043
253.000,15.229,101883.745
254.000,15.524,101113.410
255.000,15.646,100323.435
256.000,15.627,100885.517
257.000,15.056,100568.612
258.000,15.109,101098.494
259.000,14.931,101069.671
260.000,14.865,100311.554
261.000,14.742,102144.662
262.000,15.005,100491.053
263.000,15.222,100928.644
264.000,14.846,101705.835
265.000,15.144,102268.432
266.000,15.157,101906.728
267.000,15.123,100350.324
268.000,15.507,100315.415
269.000,14.905,101088.867
270.000,14.846,101725.630
271.000,15.439,100877.013
272.000,15.255,101614.635
273.000,15.563,101459.820
274.000,15.417,101337.775
275.000,15.676,101796.310
276.000,15.121,101738.186
277.000,15.470,101216.095
278.000,14.869,101548.596
279.000,15.654,101923.951
280.000,15.677,101177.647
281.000,15.098,101927.873
282.000,15.331,100304.930
283.000,15.528,100891.679
284.000,14.713,101849.413
285.000,15.677,101879.789
286.000,15.412,101121.970
287.000,15.123,100467.833
288.000,15.156,102194.424
289.000,14.946,102165.325
290.000,15.449,101263.030
291.000,15.265,100611.993
292.000,15.645,102250.709
293.000,15.444,100853.399
294.000,15.115,101801.290
295.000,14.782,101569.809
296.000,15.634,101564.303
297.000,14.732,101946.849
298.000,15.466,102262.314
299.000,15.439,100396.174
300.000,15.060,102297.158
301.000,15.685,101711.687
302.000,15.211,100745.996
303.000,15.354,102116.145
304.000,15.597,101094.951
305.000,15.148,101695.253
306.000,15.520,102031.030
307.000,15.446,101931.668
308.000,15.012,102165.023
309.000,15.166,100682.435
310.000,15.471,100446.368
311.000,15.707,102194.656
312.000,14.863,101003.649
313.000,15.334,101795.052
314.000,15.097,101742.671
315.000,15.566,102111.260
316.000,15.459,101684.420
317.000,15.060,100363.929
318.000,15.176,100315.051
319.000,15.347,102088.807
320.000,15.350,100799.248
321.000,15.490,101239.663
322.000,14.994,101225.449
323.000,15.013,102115.440
324.000,15.547,101862.016
325.000,15.177,102287.842
326.000,15.659,100606.224
327.000,15.209,101796.852
328.000,15.012,101397.390
329.000,14.789,101032.676
330.000,14.870,101844.963
331.000,15.073,100538.786
332.000,14.935,100422.807
333.000,15.386,102263.550
334.000,14.907,101546.249
335.000,15.407,102230.208
336.000,15.335,102062.749
337.000,15.036,100367.725
338.000,15.725,101274.808
339.000,15.066,100606.023
340.000,14.753,100823.413
341.000,15.738,100382.251
342.000,15.104,102030.400
343.000,14.990,101532.190
344.000,15.272,100518.049
345.000,15.557,101782.133
346.000,15.455,101003.459
347.000,15.114,101610.437
348.000,14.883,101212.221
349.000,15.494,101229.921
350.000,15.663,100349.278
351.000,15.624,101783.314
352.000,15.441,102073.189
353.000,15.084,101082.448
354.000,15.443,100849.972
355.000,15.609,101510.135
356.000,14.997,101287.783
357.000,15.259,101459.610
358.000,15.373,101626.787
359.000,15.172,101347.711
360.000,15.114,100498.737
361.000,15.340,101131.252
362.000,15.538,101979.536
363.000,15.278,101908.185
364.000,15.706,101608.863
365.000,14.990,101581.095
366.000,15.032,100701.080
367.000,15.634,101178.337
368.000,15.239,101989.700
369.000,15.378,100461.306
370.000,14.858,101828.344
371.000,15.325,100389.453
372.000,15.293,101938.891
373.000,15.613,101057.030
374.000,14.828,101484.301
375.000,15.129,101319.140
376.000,15.348,102155.076
377.000,15.482,101139.317
378.000,15.387,100777.842
379.000,15.553,101152.661
380.000,15.428,100324.885
381.000,15.540,100363.971
382.000,15.671,101124.554
383.000,15.434,101898.896
384.000,14.913,100931.486
385.000,15.389,102253.313
386.000,15.095,100696.178
387.000,14.995,100461.353
388.000,15.642,101322.681
389.000,15.594,101269.601
390.000,15.563,101498.522
391.000,15.724,100451.133
392.000,15.417,101743.728
393.000,15.767,101294.556
394.000,15.777,100800.494
395.000,15.647,102133.152
396.000,15.708,101423.272
397.000,14.907,100646.336
398.000,15.182,101867.420
399.000,15.572,101132.402
400.000,15.095,101776.645
401.000,15.234,101696.877
402.000,15.072,101571.667
403.000,15.659,100719.050
404.000,15.681,100491.662
405.000,14.799,102159.615
406.000,15.633,101470.753
407.000,15.764,101003.860
408.000,15.100,101058.300
409.000,15.615,100770.585
410.000,15.389,101433.722
411.000,15.619,100786.166
412.000,15.169,101270.818
413.000,14.992,101453.631
414.000,15.318,102083.472
415.000,15.046,101674.938
416.000,15.065,101043.428
417.000,15.161,101084.147
418.000,14.862,101846.005
419.000,14.912,102045.854
420.000,15.697,100601.427
421.000,15.708,101341.044
422.000,15.695,100869.496
423.000,14.818,101714.254
424.000,15.066,102062.327
425.000,14.889,100930.124
426.000,15.188,101262.239
427.000,15.779,101289.826
428.000,15.428,101445.046
429.000,14.922,101476.257
430.000,14.868,101178.012
431.000,15.170,101549.335
432.000,15.736,100389.433
433.000,15.259,100366.284
434.000,14.859,100438.035
435.000,15.123,101884.102
436.000,15.477,100345.771
437.000,15.421,101649.026
438.000,14.906,101613.838
439.000,15.093,100472.127
440.000,15.797,100334.639
441.000,15.482,101255.955
442.000,15.641,102298.679
443.000,14.864,100625.258
444.000,15.229,101137.796
445.000,15.728,101200.197
446.000,15.314,101901.483
447.000,14.936,101043.298
448.000,15.185,101323.121
449.000,15.309,101123.803
450.000,15.620,102043.641
451.000,15.818,101331.240
452.000,14.966,102123.418
453.000,14.851,100476.497
454.000,15.815,101735.549
455.000,15.789,100818.180
456.000,15.365,100626.960
457.000,15.750,100693.292
458.000,15.360,100720.943
459.000,14.974,100641.683
460.000,14.924,102041.683
461.000,15.834,102087.340
462.000,15.253,100874.559
463.000,15.446,102101.025
464.000,14.852,101785.102
465.000,15.146,100532.483
466.000,15.627,101775.164
467.000,15.444,100719.546
468.000,15.816,100650.300
469.000,15.062,102125.033
470.000,15.525,100994.731
471.000,14.954,100932.177
472.000,14.894,100307.125
473.000,15.674,101370.545
474.000,15.281,100768.631
475.000,15.574,101282.468
476.000,15.315,101927.907
477.000,15.326,100379.433
478.000,15.356,100883.420
479.000,15.467,101990.651
480.000,14.921,102085.474
481.000,14.943,101070.237
482.000,15.747,102188.727
483.000,15.782,102090.006
484.000,15.620,101546.470
485.000,15.737,102117.975
486.000,15.769,100711.909
487.000,15.170,100793.454
488.000,15.780,100420.320
489.000,15.721,101656.878
490.000,15.670,101132.927
491.000,15.736,101717.939
492.000,15.032,101119.354
493.000,14.944,101743.748
494.000,15.616,100660.379
495.000,15.213,100711.165
496.000,14.973,101374.356
497.000,15.532,101568.802
498.000,15.165,101483.972
499.000,15.339,101840.942
500.000,14.984,101421.176
501.000,15.167,100990.406
502.000,14.936,101415.763
503.000,14.965,101982.145
504.000,15.205,100354.664
505.000,15.257,102234.728
506.000,15.470,101243.670
507.000,15.234,100579.282
508.000,15.375,100635.191
509.000,15.451,100339.285
510.000,15.508,100574.093
511.000,15.427,101739.383
512.000,15.506,101206.325
513.000,15.124,101601.879
514.000,15.220,100809.327
515.000,15.388,101960.561
516.000,15.599,100917.658
517.000,15.314,101118.108
518.000,15.162,101288.078
519.000,15.514,100505.519
520.000,15.497,101836.514
521.000,15.498,101326.223
522.000,15.142,101334.761
523.000,15.355,102060.237
524.000,15.284,100350.832
525.000,15.045,100947.780
526.000,15.273,100681.374
527.000,15.119,101792.605
528.000,15.134,101801.389
529.000,15.182,101967.942
530.000,15.521,100581.496
531.000,15.663,101925.405
532.000,15.596,101928.311
533.000,15.550,102235.949
534.000,15.715,101586.158
535.000,15.755,101074.917
536.000,15.247,101854.033
537.000,15.837,102239.338
538.000,15.002,102078.775
539.000,15.830,100936.110
540.000,15.597,101674.879
541.000,15.096,101919.157
542.000,14.900,100969.305
543.000,15.197,100839.005
544.000,15.364,101587.814
545.000,15.288,101185.035
546.000,15.456,101618.791
547.000,15.514,102246.483
548.000,15.576,100674.830
549.000,15.815,102059.205
550.000,15.405,102016.398
551.000,15.304,101570.178
552.000,15.768,101936.361
553.000,15.682,101482.757
554.000,15.512,102221.918
555.000,15.457,101309.064
556.000,15.208,100398.566
557.000,15.600,102027.975
558.000,15.242,101389.399
559.000,15.320,100531.875
560.000,15.022,101678.633
561.000,15.237,101698.622
562.000,15.260,102085.994
563.000,15.775,101067.172
564.000,15.629,102081.567
565.000,15.797,100339.013
566.000,14.975,101268.964
567.000,15.762,101558.081
568.000,15.908,102109.277
569.000,15.660,101892.513
570.000,15.092,100559.046
571.000,15.676,101770.943
572.000,14.916,101470.895
573.000,14.977,101934.078
574.000,15.317,100975.422
575.000,15.554,101530.762
576.000,15.204,101508.239
577.000,15.369,101927.071
578.000,15.013,101498.413
579.000,14.946,101434.833
580.000,15.318,102115.042
581.000,15.766,101692.293
582.000,15.800,100376.517
583.000,15.066,102117.788
584.000,15.828,100637.361
585.000,15.218,101288.361
586.000,15.514,100507.984
587.000,15.216,100627.163
588.000,15.378,100408.573
589.000,15.241,101604.284
590.000,15.922,102093.168
591.000,15.428,101682.790
592.000,15.228,101970.592
593.000,15.150,100638.279
594.000,15.846,101412.281
595.000,15.076,101081.288
596.000,15.004,101361.238
597.000,15.795,101844.748
598.000,15.275,100373.543
599.000,15.449,102079.372
600.000,15.849,102284.369
601.000,15.657,102215.433
602.000,15.324,101340.237
603.000,15.189,101794.421
604.000,15.186,100776.603
605.000,15.100,100977.455
606.000,15.406,100568.134
607.000,15.521,100688.104
608.000,15.752,101461.364
609.000,15.854,100696.964
610.000,15.676,101849.969
611.000,15.499,102086.095
612.000,15.458,100531.207
613.000,15.229,100692.832
614.000,15.274,100830.661
615.000,15.819,102100.203
616.000,15.837,100963.245
617.000,15.516,101791.357
618.000,14.996,101091.230
619.000,15.685,100516.160
620.000,14.960,101668.415
621.000,15.606,101614.204
622.000,15.491,100447.058
623.000,15.478,100303.117
624.000,15.265,102195.696
625.000,15.813,101962.263
626.000,15.828,100850.118
627.000,15.046,101359.726
628.000,15.602,101188.464
629.000,15.338,101878.048
630.000,15.055,101368.896
631.000,15.684,101659.719
632.000,15.952,101664.925
633.000,15.322,101077.626
634.000,15.160,101402.251
635.000,15.593,102177.593
636.000,15.877,101170.597
637.000,15.122,101244.986
638.000,15.101,101285.999
639.000,15.840,101040.054
640.000,15.683,101298.120
641.000,15.562,100725.948
642.000,15.760,101658.094
643.000,15.752,100329.310
644.000,15.762,100442.530
645.000,15.893,100475.272
646.000,15.417,100378.419
647.000,15.504,102177.544
648.000,15.286,100325.318
649.000,15.863,100877.133
650.000,15.817,100572.898
651.000,15.971,100689.944
652.000,15.939,101615.982
653.000,15.096,101077.609
654.000,15.599,101778.557
655.000,15.784,102024.998
656.000,15.890,102097.523
657.000,15.447,100670.225
658.000,15.895,100730.220
659.000,15.451,100915.012
660.000,15.621,101258.951
661.000,15.049,101389.587
662.000,15.345,100379.619
663.000,15.329,101366.830
664.000,15.365,102160.792
665.000,15.046,101412.511
666.000,15.343,100433.451
667.000,15.522,101237.711
668.000,15.583,101302.348
669.000,15.483,100506.322
670.000,15.420,100990.742
671.000,15.719,101950.835
672.000,15.470,100895.431
673.000,15.033,101290.327
674.000,15.951,102047.785
675.000,15.396,101038.880
676.000,15.673,102031.386
677.000,15.141,101177.656
678.000,15.929,100635.734
679.000,15.023,101068.416
680.000,15.467,102032.507
681.000,15.860,100833.439
682.000,15.856,101031.042
683.000,15.196,100526.966
684.000,15.972,100912.169
685.000,15.711,102269.774
686.000,15.067,101217.566
687.000,15.756,101315.409
688.000,15.877,101503.218
689.000,15.512,101143.960
690.000,15.096,100670.573
691.000,15.407,101123.180
692.000,15.046,101909.409
693.000,15.081,101265.694
694.000,15.455,101878.350
695.000,15.917,101229.469
696.000,15.122,101510.681
697.000,15.831,101362.908
698.000,15.140,101003.657
699.000,15.879,102123.172
700.000,15.716,102106.009
701.000,15.043,102133.994
702.000,15.268,101866.220
703.000,15.266,101196.785
704.000,15.962,101972.844
705.000,15.253,101388.511
706.000,15.145,100489.375
707.000,15.451,102125.868
708.000,15.588,100678.888
709.000,15.239,100476.265
710.000,15.575,101585.033
711.000,15.479,101479.288
712.000,15.422,101657.600
713.000,15.295,101308.098
714.000,15.180,101970.082
715.000,15.260,101532.601
716.000,15.483,100721.476
717.000,15.885,102019.110
718.000,15.881,102163.171
719.000,15.155,101287.426
720.000,15.501,100392.122
721.000,15.951,101988.556
722.000,15.734,100641.599
723.000,15.408,101984.675
724.000,15.265,100767.100
725.000,15.998,100853.706
726.000,15.395,101027.035
727.000,15.087,100440.625
728.000,15.908,101135.615
729.000,15.374,100342.867
730.000,15.466,100451.967
731.000,15.885,101975.029
732.000,15.889,102055.986
733.000,15.726,101153.436
734.000,15.243,101037.473
735.000,15.765,100892.730
736.000,15.386,100972.703
737.000,15.859,101157.190
738.000,15.752,101706.326
739.000,15.504,101601.592
740.000,15.827,101806.857
741.000,15.246,101039.222
742.000,15.215,101560.448
743.000,15.235,100529.678
744.000,15.282,101461.235
745.000,15.250,101526.670
746.000,15.446,101382.689
747.000,16.011,100825.602
748.000,15.690,101510.333
749.000,15.427,100584.595
750.000,15.237,100838.892
751.000,15.646,101797.748
752.000,15.497,101478.217
753.000,15.764,102107.597
754.000,15.967,101152.321
755.000,15.647,100808.865
756.000,15.603,102240.804
757.000,15.143,101791.859
758.000,15.768,100596.658
759.000,15.730,100331.101
760.000,15.118,102144.709
761.000,15.094,100822.523
762.000,15.426,100847.386
763.000,15.968,101868.309
764.000,15.457,100928.248
765.000,15.868,100486.491
766.000,15.387,101286.740
767.000,15.770,101649.064
768.000,15.379,101490.279
769.000,15.592,100810.607
770.000,16.029,101805.346
771.000,15.198,101858.748
772.000,15.985,100932.095
773.000,16.001,100320.822
774.000,15.378,102159.301
775.000,16.021,101846.258
776.000,15.408,100362.274
777.000,15.404,101797.873
778.000,15.450,100976.140
779.000,15.634,100356.632
780.000,15.493,101662.054
781.000,15.485,102113.865
782.000,15.338,100491.247
783.000,15.741,100870.401
784.000,15.729,100499.806
785.000,15.181,100300.569
786.000,15.274,100679.998
787.000,15.530,101053.984
788.000,15.256,101973.268
789.000,15.825,100607.382
790.000,15.306,100400.118
791.000,15.919,101050.150
792.000,16.006,101845.925
793.000,15.098,101030.375
794.000,15.604,100972.806
795.000,15.526,100945.452
796.000,16.047,102152.291
797.000,15.931,101212.559
798.000,15.828,100596.739
799.000,15.895,101870.637
800.000,15.702,101472.940
801.000,15.305,101278.497
802.000,15.297,101126.562
803.000,15.182,102089.756
804.000,15.934,100333.354
805.000,16.019,102065.010
806.000,15.386,100375.472
807.000,15.109,101866.871
808.000,15.566,101083.924
809.000,15.564,100677.668
810.000,15.238,101602.169
811.000,15.270,101618.162
812.000,15.370,100808.263
813.000,15.951,100501.119
814.000,15.691,101971.607
815.000,15.755,100381.365
816.000,15.302,100593.195
817.000,15.513,100776.350
818.000,15.238,101627.998
819.000,15.235,101719.887
820.000,15.443,100971.883
821.000,16.095,100808.218
822.000,15.885,101174.728
823.000,15.881,102138.011
824.000,15.802,100888.500
825.000,15.425,101787.804
826.000,15.202,100676.027
827.000,15.453,100382.242
828.000,15.641,102158.672
829.000,15.840,100471.653
830.000,15.900,101602.450
831.000,15.298,102035.408
832.000,15.123,101037.360
833.000,15.181,101088.376
834.000,15.924,101586.183
835.000,15.134,100932.944
836.000,15.131,101274.494
837.000,16.071,100726.129
838.000,15.330,100437.439
839.000,15.616,101380.678
840.000,15.984,101269.311
841.000,16.077,100376.280
842.000,16.022,101756.434
843.000,15.422,100882.756
844.000,15.525,101269.689
845.000,15.779,101387.915
846.000,15.749,100774.186
847.000,15.435,100434.800
848.000,15.218,101303.283
849.000,15.702,101008.565
850.000,16.105,102224.505
851.000,15.883,102057.051
852.000,15.294,100350.045
853.000,15.694,100840.190
854.000,15.578,101120.855
855.000,16.101,101298.774
856.000,15.285,102225.102
857.000,15.965,102161.690
858.000,16.091,102102.962
859.000,15.159,100972.967
860.000,15.592,100664.450
861.000,15.264,100431.031
862.000,16.114,101760.777
863.000,15.787,101905.100
864.000,15.992,101784.042
865.000,16.083,101676.579
866.000,15.996,101340.589
867.000,15.956,100796.488
868.000,15.967,101151.879
869.000,16.015,100897.623
870.000,15.943,100893.766
871.000,16.086,100847.474
872.000,15.493,102162.426
873.000,15.874,100755.841
874.000,15.199,101310.225
875.000,15.977,101007.809
876.000,15.595,101938.866
877.000,15.584,101874.435
878.000,16.056,101085.425
879.000,16.088,100598.979
880.000,15.296,101585.804
881.000,15.660,100784.091
882.000,16.026,100700.647
883.000,15.927,102091.810
884.000,15.416,101836.518
885.000,15.984,101958.847
886.000,15.273,101936.142
887.000,15.352,100530.689
888.000,16.039,101600.297
889.000,16.095,100551.110
890.000,15.692,101595.623
891.000,15.484,101763.125
892.000,15.701,100825.799
893.000,15.296,100918.765
894.000,15.206,101683.527
895.000,16.136,101187.449
896.000,16.080,101688.459
897.000,15.993,100444.169
898.000,16.015,101631.170
899.000,15.201,100846.799
900.000,15.532,100853.061
901.000,15.596,102186.916
902.000,15.903,101527.374
903.000,15.572,101013.036
904.000,16.094,100351.470
905.000,16.014,101233.021
906.000,15.890,101080.111
907.000,15.718,100519.047
908.000,16.132,101899.225
909.000,15.601,102021.066
910.000,15.861,100481.420
911.000,16.091,101155.906
912.000,15.786,102148.577
913.000,15.924,101421.905
914.000,16.159,100878.744
915.000,15.377,100949.860
916.000,16.142,100898.944
917.000,16.137,101417.442
918.000,15.173,100793.194
919.000,15.304,101394.328
920.000,15.715,101826.523
921.000,15.743,100674.847
922.000,15.908,100981.415
923.000,15.835,102210.665
924.000,15.227,101905.358
925.000,15.461,100658.540
926.000,15.757,101873.447
927.000,15.277,100981.297
928.000,15.874,101785.151
929.000,16.087,100854.905
930.000,16.009,100336.507
931.000,15.673,100639.509
932.000,16.117,101125.588
933.000,15.514,101017.305
934.000,16.060,101444.450
935.000,15.838,101075.059
936.000,15.236,101901.639
937.000,15.680,100330.321
938.000,15.771,101316.097
939.000,15.561,101735.645
940.000,15.213,102206.455
941.000,15.321,101012.459
942.000,15.733,100794.951
943.000,15.336,100570.775
944.000,15.844,100502.694
945.000,15.821,101479.372
946.000,16.081,100301.417
947.000,15.770,100939.205
948.000,15.363,101099.249
949.000,15.516,101602.428
950.000,15.979,102100.331
951.000,15.464,101341.911
952.000,16.076,101198.934
953.000,15.332,101885.168
954.000,16.123,101309.774
955.000,16.116,102076.543
956.000,16.032,102279.443
957.000,15.308,102177.657
958.000,16.132,101001.619
959.000,15.770,101555.532
960.000,15.363,101978.066
961.000,15.782,100363.215
962.000,15.385,102216.736
963.000,15.661,101261.271
964.000,15.303,101868.079
965.000,16.192,100993.974
966.000,15.784,102014.883
967.000,15.226,102231.151
968.000,15.610,100610.248
969.000,15.548,101195.128
970.000,15.954,100841.050
971.000,15.329,100715.651
972.000,15.656,101143.270
973.000,15.923,101613.237
974.000,15.995,101864.686
975.000,15.617,101470.115
976.000,15.262,101184.410
977.000,15.369,100765.306
978.000,15.217,100526.287
979.000,15.472,101082.907
980.000,16.101,101979.202
981.000,16.021,101162.375
982.000,15.874,101704.474
983.000,16.044,100326.320
984.000,15.727,100326.908
985.000,16.209,101034.473
986.000,15.831,102249.703
987.000,15.229,100353.673
988.000,15.873,100979.541
989.000,16.189,100821.852
990.000,16.035,101474.601
991.000,15.406,101676.191
992.000,16.189,100687.325
993.000,15.510,100485.403
994.000,16.209,101946.438
995.000,15.610,101221.232
996.000,15.397,101695.925
997.000,16.076,100365.241
998.000,15.379,101844.405
999.000,16.025,100580.195
1000.000,15.375,101204.280
1001.000,16.101,100579.171
1002.000,15.279,101456.866
1003.000,16.158,102075.917
1004.000,15.407,101101.093
1005.000,15.441,102023.793
1006.000,16.144,101712.886
1007.000,15.264,100864.028
1008.000,15.454,100911.168
1009.000,15.888,102145.887
1010.000,15.276,102184.754
1011.000,15.573,100376.146
1012.000,15.329,100525.468
1013.000,15.858,100378.768
1014.000,15.962,101981.730
1015.000,16.164,101362.162
1016.000,15.418,101995.177
1017.000,15.958,102087.118
1018.000,15.687,101158.875
1019.000,15.369,102226.956
1020.000,15.409,102137.989
1021.000,15.832,102194.126
1022.000,15.972,102105.866
1023.000,15.938,101721.607
1024.000,15.326,100907.691
1025.000,15.411,101889.723
1026.000,16.045,101739.087
1027.000,15.559,100883.538
1028.000,15.732,101684.612
1029.000,15.741,101467.684
1030.000,15.460,100912.385
1031.000,16.103,101613.535
1032.000,15.578,101713.079
1033.000,15.911,101672.127
1034.000,16.115,101120.904
1035.000,15.439,101538.054
1036.000,16.103,102120.473
1037.000,15.343,101823.219
1038.000,15.773,101015.166
1039.000,15.664,102108.876
1040.000,15.941,101833.699
1041.000,15.754,100790.365
1042.000,16.032,102183.538
1043.000,15.387,100810.572
1044.000,15.507,100833.691
1045.000,15.364,100743.105
1046.000,15.597,101444.801
1047.000,15.421,101381.225
1048.000,15.632,101479.772
1049.000,16.240,100852.305
1050.000,15.668,100644.449
1051.000,15.620,100367.882
1052.000,16.174,101035.948
1053.000,15.625,100839.661
1054.000,15.834,100683.308
1055.000,15.885,102056.602
1056.000,15.834,101467.689
1057.000,15.521,101118.668
1058.000,15.420,100941.571
1059.000,15.747,101263.070
1060.000,15.585,100784.513
1061.000,16.223,101976.316
1062.000,15.787,100791.946
1063.000,15.769,101144.273
1064.000,15.412,101697.024
1065.000,16.268,101939.941
1066.000,15.498,100529.706
1067.000,15.411,100917.499
