# time(s),temperature(deg C),Pressure(Pa)
201.000,15.032,100514.041
202.000,15.498,101868.149
203.000,15.465,101103.944
204.000,14.894,101775.964
205.000,15.173,101357.701
206.000,15.213,101133.686
207.000,15.536,101241.303
208.000,15.325,101483.711
209.000,15.629,102161.216
210.000,15.141,100448.755
211.000,14.969,101102.189
212.000,15.194,100957.567
213.000,15.081,100818.212
214.000,15.160,101946.698
215.000,14.689,101034.691
216.000,15.090,100425.565
217.000,14.709,102026.120
218.000,15.041,102190.005
219.000,15.064,100344.542
220.000,14.966,100616.183
221.000,14.699,100929.895
222.000,15.276,100800.449
223.000,14.981,100790.995
224.000,15.390,101862.524
225.000,14.674,102087.633
226.000,15.469,100821.183
227.000,14.835,101634.443
228.000,14.781,102096.524
229.000,15.413,100982.256
230.000,14.749,101379.237
231.000,15.602,100908.936
232.000,15.495,101033.819
233.000,15.271,100931.032
234.000,14.691,100393.782
235.000,15.535,100319.093
236.000,14.935,101869.428
237.000,15.217,101850.064
238.000,14.920,100430.952
239.000,14.700,100966.243
240.000,14.751,100398.004
241.000,15.315,101348.644
242.000,15.169,101428.275
243.000,15.370,102176.644
244.000,15.452,101674.939
245.000,15.405,102176.174
246.000,15.536,101343.400
247.000,14.897,101461.432
248.000,15.188,101847.648
249.000,15.369,102298.325
250.000,15.127,102252.379
251.000,14.683,100338.941
252.000,15.500,101234.629
253.000,15.681,101140.694
254.000,14.888,101635.562
255.000,15.609,100350.858
256.000,15.211,100522.487
257.000,14.942,100534.278
258.000,15.306,100955.953
259.000,15.314,101563.755
260.000,15.589,100942.711
261.000,14.727,102005.562
262.000,15.387,100671.200
263.000,15.273,100909.003
264.000,14.890,100586.478
265.000,15.559,101041.326
266.000,15.159,101640.403
267.000,15.594,101099.763
268.000,15.373,100306.562
269.000,15.610,101383.187
270.000,14.812,101290.363
271.000,15.442,101911.254
272.000,14.879,100727.356
273.000,14.859,100320.085
274.000,15.636,101773.555
275.000,15.237,102212.127
276.000,15.512,100491.102
277.000,14.768,101810.462
278.000,15.622,101521.221
279.000,15.643,100738.788
280.000,15.590,100892.209
281.000,15.656,101073.583
282.000,15.328,102201.588
283.000,14.851,101693.791
284.000,15.261,101826.584
285.000,15.530,102283.297
286.000,15.644,102218.637
287.000,15.455,101844.950
288.000,15.484,101478.904
289.000,14.747,100980.669
290.000,14.878,101611.325
291.000,15.429,102070.884
292.000,15.150,102119.981
293.000,14.765,101413.290
294.000,14.999,101100.901
295.000,14.950,100475.476
296.000,15.239,100344.554
297.000,15.557,101618.905
298.000,14.932,101109.602
299.000,14.772,100466.930
300.000,15.266,100480.559
301.000,15.674,100840.535
302.000,15.460,101659.921
303.000,15.133,101108.401
304.000,15.446,101765.911
305.000,15.105,101012.214
306.000,15.706,102146.801
307.000,14.872,100602.682
308.000,15.415,100813.706
309.000,15.677,102099.919
310.000,15.423,100753.557
311.000,15.162,101763.454
312.000,14.931,101470.148
313.000,15.674,100955.005
314.000,15.324,101770.281
315.000,15.200,101000.602
316.000,15.627,102297.311
317.000,15.723,101274.577
318.000,14.856,100616.873
319.000,15.181,101412.264
320.000,15.618,100576.163
321.000,15.355,100679.716
322.000,15.191,100943.019
323.000,14.790,101970.903
324.000,15.707,100610.569
325.000,15.014,101449.635
326.000,14.927,100556.706
327.000,15.448,102260.582
328.000,15.366,101855.684
329.000,15.620,101181.750
330.000,15.620,101399.027
331.000,15.163,100337.096
332.000,15.584,100693.247
333.000,15.660,101789.187
334.000,15.064,100403.649
335.000,15.335,101337.760
336.000,15.604,100615.967
337.000,14.988,101884.207
338.000,15.509,101970.619
339.000,15.598,101383.783
340.000,15.377,101462.003
341.000,15.712,100532.599
342.000,15.520,100555.265
343.000,15.502,101041.458
344.000,15.362,101434.087
345.000,15.532,101720.073
346.000,14.852,100631.156
347.000,15.196,102030.841
348.000,15.618,100598.007
349.000,15.108,101646.946
350.000,14.778,100763.467
351.000,14.902,100692.036
352.000,15.296,100786.945
353.000,14.955,101994.930
354.000,15.694,101011.022
355.000,14.863,101986.466
356.000,15.181,102284.499
357.000,15.085,102046.486
358.000,14.927,102208.336
359.000,15.596,102160.127
360.000,15.620,101512.008
361.000,14.984,100812.081
362.000,15.450,101771.773
363.000,15.704,100614.420
364.000,15.485,102223.806
365.000,15.266,100411.759
366.000,15.241,100984.827
367.000,14.812,102070.830
368.000,15.397,100499.552
369.000,14.949,101228.591
370.000,15.505,101179.118
371.000,15.364,102273.249
372.000,15.504,101204.129
373.000,15.419,100378.840
374.000,15.628,101581.962
375.000,15.371,102272.478
376.000,15.442,100326.143
377.000,15.471,100461.863
378.000,15.196,101087.369
379.000,14.945,100849.540
380.000,15.721,100685.075
381.000,14.947,100795.253
382.000,14.889,100329.399
383.000,15.273,101562.760
384.000,14.915,102117.016
385.000,15.383,101573.849
386.000,15.106,100311.970
387.000,15.682,101743.474
388.000,15.777,101202.889
389.000,15.727,101010.426
390.000,15.265,102137.469
391.000,15.206,100384.982
392.000,15.086,101074.525
393.000,15.753,100567.310
394.000,14.954,101230.026
395.000,15.472,100860.119
396.000,15.305,100362.620
397.000,14.949,101559.609
398.000,15.072,101662.036
399.000,15.263,101708.748
400.000,15.301,100430.852
401.000,15.768,102137.914
402.000,15.481,101261.528
403.000,15.746,100835.314
404.000,15.091,101933.917
405.000,15.278,101352.705
406.000,15.587,100827.257
407.000,15.124,101195.742
408.000,15.194,101025.945
409.000,14.906,100638.978
410.000,15.076,101048.313
411.000,15.496,101470.941
412.000,14.836,100937.674
413.000,15.329,100477.526
414.000,15.590,101744.464
415.000,15.751,100387.731
416.000,15.494,102246.082
417.000,15.232,100766.933
418.000,15.619,100480.840
419.000,14.893,100726.535
420.000,14.866,100859.445
421.000,15.617,101757.497
422.000,15.256,102172.880
423.000,15.781,101517.369
424.000,15.092,101283.416
425.000,15.615,101950.966
426.000,15.756,101991.503
427.000,15.477,102220.181
428.000,15.102,100902.466
429.000,15.122,101459.775
430.000,15.632,101523.033
431.000,15.581,101614.574
432.000,15.711,101091.287
433.000,15.124,100955.482
434.000,15.185,101091.942
435.000,14.990,100351.944
436.000,15.581,101205.463
437.000,15.104,100517.614
438.000,15.602,101266.251
439.000,15.802,100633.829
440.000,14.859,101046.324
441.000,15.130,100350.786
442.000,15.154,101005.858
443.000,15.395,100835.463
444.000,14.888,100543.200
445.000,15.038,102140.969
446.000,15.351,101454.212
447.000,15.341,101836.430
448.000,15.527,101264.022
449.000,15.469,101137.547
450.000,15.505,101380.155
451.000,14.963,102100.975
452.000,15.606,101021.484
453.000,15.224,100608.633
454.000,15.715,100609.365
455.000,15.777,102099.728
456.000,15.073,101736.218
457.000,15.211,101417.170
458.000,15.743,101386.707
459.000,15.646,100795.842
460.000,15.334,100561.786
461.000,15.123,100471.803
462.000,15.376,100602.986
463.000,15.368,100461.700
464.000,15.777,100887.196
465.000,15.400,100440.280
466.000,15.421,100537.500
467.000,14.970,100891.548
468.000,14.860,100686.760
469.000,15.823,101121.234
470.000,14.937,102073.588
471.000,15.632,101242.718
472.000,15.022,101625.370
473.000,15.577,101309.468
474.000,15.226,101719.119
475.000,15.770,102125.671
476.000,15.363,102245.983
477.000,15.401,102101.587
478.000,15.258,101818.604
479.000,15.732,101445.746
480.000,15.725,101945.107
481.000,15.176,101496.009
482.000,14.990,101957.414
483.000,15.609,100465.578
484.000,15.679,100497.880
485.000,15.396,101501.712
486.000,15.732,100921.410
487.000,14.932,101735.595
488.000,15.382,101059.928
489.000,15.155,101129.448
490.000,15.624,101894.049
491.000,15.046,102247.136
492.000,15.699,100441.187
493.000,15.680,102150.431
494.000,15.750,100614.606
495.000,15.189,101380.923
496.000,15.299,101478.515
497.000,14.948,100553.227
498.000,15.118,100853.349
499.000,15.265,101593.154
500.000,15.207,102146.026
501.000,15.227,101306.339
502.000,15.368,100618.382
503.000,15.754,100606.949
504.000,15.432,100390.862
505.000,15.267,101967.220
506.000,15.098,100490.910
507.000,15.236,100852.485
508.000,15.031,101269.677
509.000,15.723,101589.540
510.000,15.167,102018.539
511.000,15.029,101292.419
512.000,15.252,100536.742
513.000,15.535,101555.454
514.000,15.480,101709.543
515.000,15.562,100530.720
516.000,15.011,100408.070
517.000,14.998,101286.881
518.000,15.130,101525.709
519.000,15.629,100741.564
520.000,15.145,101867.300
521.000,15.480,102266.067
522.000,15.055,100574.665
523.000,15.555,101433.958
524.000,15.193,100664.461
525.000,15.607,101258.233
526.000,15.840,101996.071
527.000,15.844,101372.430
528.000,15.317,100636.835
529.000,15.755,102299.153
530.000,15.721,101888.261
531.000,15.056,102089.177
532.000,15.752,101794.297
533.000,15.186,101374.881
534.000,14.982,101156.316
535.000,15.014,101884.259
536.000,14.901,102030.766
537.000,15.416,100951.470
538.000,15.082,101204.400
539.000,14.975,100416.920
540.000,15.640,100985.585
541.000,15.404,100706.880
542.000,15.255,100929.996
543.000,15.802,100330.031
544.000,15.701,101390.443
545.000,15.718,100826.032
546.000,15.138,100440.885
547.000,14.962,101600.196
548.000,15.306,102031.350
549.000,15.418,100477.025
550.000,15.819,102286.826
551.000,15.504,100651.218
552.000,15.354,100698.377
553.000,15.717,101512.384
554.000,15.402,101074.756
555.000,15.646,101210.666
556.000,15.854,100657.002
557.000,15.148,102086.758
558.000,15.178,101273.801
559.000,15.597,101420.598
560.000,15.111,101348.234
561.000,15.634,101993.122
562.000,15.806,101571.358
563.000,15.694,100311.665
564.000,15.249,101358.466
565.000,15.321,101566.474
566.000,15.007,102020.982
567.000,15.155,100883.975
568.000,15.296,101181.619
569.000,14.968,102278.232
570.000,15.738,101183.680
571.000,15.337,100319.665
572.000,15.535,101494.482
573.000,15.678,101507.642
574.000,15.628,100469.871
575.000,15.826,100981.057
576.000,15.786,100612.853
577.000,15.455,102056.031
578.000,15.313,101119.624
579.000,15.570,101157.764
580.000,15.483,101418.695
581.000,15.240,101310.578
582.000,15.620,100725.363
583.000,15.560,101484.452
584.000,15.114,102299.279
585.000,15.163,101570.225
586.000,15.866,100712.908
587.000,15.679,101553.812
588.000,15.217,101016.317
589.000,15.772,101004.758
590.000,15.654,101463.762
591.000,15.725,100639.436
592.000,15.427,101940.614
593.000,15.260,101160.564
594.000,15.236,101839.540
595.000,15.299,100749.800
596.000,15.371,101060.300
597.000,14.957,100579.458
598.000,15.779,101750.724
599.000,15.904,101910.530
600.000,15.437,100336.002
601.000,14.983,101491.287
602.000,14.962,102201.081
603.000,15.460,100337.761
604.000,15.749,100672.868
605.000,15.515,101583.881
606.000,15.109,101917.909
607.000,15.227,101904.499
608.000,15.688,101268.525
609.000,15.210,101770.699
610.000,15.414,100805.333
611.000,14.986,101547.398
612.000,15.742,100307.025
613.000,15.296,101634.346
614.000,15.571,101760.718
615.000,15.467,101901.299
616.000,15.173,101598.187
617.000,15.046,102048.793
618.000,15.071,101643.591
619.000,15.690,101460.622
620.000,15.909,101741.791
621.000,15.149,100566.009
622.000,15.794,101198.571
623.000,15.566,101522.914
624.000,15.463,101843.394
625.000,15.384,101583.070
626.000,15.001,101463.450
627.000,15.771,102083.903
628.000,15.938,100742.170
629.000,15.741,100349.004
630.000,15.044,100694.247
631.000,15.020,101248.062
632.000,15.560,100865.665
633.000,15.715,101187.090
634.000,15.178,101844.930
635.000,15.727,100626.250
636.000,15.028,100633.799
637.000,15.957,101210.438
638.000,15.004,101966.909
639.000,15.549,100915.349
640.000,15.260,101624.342
641.000,15.000,101331.444
642.000,15.554,100776.867
643.000,15.443,100439.793
644.000,15.498,102077.734
645.000,15.161,101429.610
646.000,15.088,100529.145
647.000,15.059,101192.874
648.000,15.726,101752.418
649.000,15.860,101543.667
650.000,15.029,102285.421
651.000,15.703,101122.061
652.000,15.607,101389.785
653.000,15.502,100304.185
654.000,15.529,101802.592
655.000,15.053,102038.293
656.000,15.393,101710.374
657.000,15.027,100978.719
658.000,15.382,100555.640
659.000,15.688,102213.599
660.000,15.809,100764.338
661.000,15.830,101281.007
662.000,15.876,101993.532
663.000,15.560,100369.065
664.000,15.649,102203.702
665.000,15.708,100975.588
666.000,15.676,100966.896
667.000,15.365,100920.417
668.000,15.160,101893.486
669.000,15.615,101610.710
670.000,15.058,100665.017
671.000,15.980,101122.935
672.000,15.161,101671.534
673.000,15.497,101597.641
674.000,15.620,102157.268
675.000,15.507,101981.623
676.000,15.837,101496.568
677.000,15.144,100779.362
678.000,15.980,101413.314
679.000,15.263,101589.101
680.000,15.407,101648.433
681.000,15.756,100602.767
682.000,15.578,101476.384
683.000,15.067,101419.870
684.000,15.345,101929.881
685.000,15.360,101730.280
686.000,15.858,100427.718
687.000,15.707,101663.907
688.000,15.476,101075.216
689.000,15.258,101745.551
690.000,15.791,100632.806
691.000,15.671,101354.767
692.000,15.103,100561.941
693.000,15.183,102151.802
694.000,15.112,100467.768
695.000,15.473,101515.330
696.000,15.702,101463.860
697.000,15.550,101380.364
698.000,15.742,100887.845
699.000,15.985,100716.396
700.000,15.729,100832.583
701.000,15.249,101651.186
702.000,15.251,102285.886
703.000,15.527,101053.226
704.000,15.719,102098.093
705.000,15.561,101843.750
706.000,15.248,101117.974
707.000,15.217,102149.786
708.000,15.147,101050.370
709.000,15.827,101876.449
710.000,15.760,102124.895
711.000,15.787,100721.977
712.000,15.172,101672.344
713.000,15.797,101125.362
714.000,15.066,101319.694
715.000,15.604,100830.836
716.000,15.422,100316.764
717.000,15.273,102099.027
718.000,15.904,101189.166
719.000,15.794,101620.128
720.000,15.980,102134.808
721.000,15.928,100412.328
722.000,15.675,100485.560
723.000,15.457,101472.603
724.000,15.118,101715.811
725.000,15.324,100302.914
726.000,15.248,101239.305
727.000,15.594,101103.485
728.000,15.646,101384.634
729.000,15.964,100828.782
730.000,15.051,100882.869
731.000,15.250,101210.662
732.000,15.633,101728.416
733.000,15.785,101524.025
734.000,15.306,100808.908
735.000,15.051,100986.885
736.000,15.744,101718.148
737.000,15.673,101272.040
738.000,15.570,100732.506
739.000,15.372,100923.162
740.000,15.820,101868.474
741.000,15.506,100548.987
742.000,16.031,102221.759
743.000,15.921,101198.609
744.000,15.826,101689.415
745.000,16.012,101863.161
746.000,15.239,101647.196
747.000,15.687,100631.233
748.000,15.187,101145.505
749.000,15.919,100659.994
750.000,15.982,101137.666
751.000,15.659,100630.903
752.000,16.003,101628.619
753.000,15.590,101241.622
754.000,15.216,101952.397
755.000,15.613,100436.120
756.000,15.541,100383.056
757.000,15.642,101197.643
758.000,15.449,100659.311
759.000,16.008,100839.571
760.000,15.458,100813.515
761.000,15.858,101884.106
762.000,15.384,101444.026
763.000,15.418,101333.948
764.000,15.101,101275.794
765.000,15.576,102073.048
766.000,15.174,101810.214
767.000,15.705,100606.983
768.000,15.336,101987.730
769.000,15.441,101434.165
770.000,15.550,102068.951
771.000,15.183,100356.655
772.000,15.787,102142.851
773.000,15.483,101255.344
774.000,16.058,100629.932
775.000,15.596,100390.924
776.000,15.683,102248.441
777.000,15.530,101866.991
778.000,15.850,101243.244
779.000,15.592,100816.911
780.000,15.083,100405.804
781.000,15.414,100682.645
782.000,15.432,100984.949
783.000,15.308,100414.921
784.000,16.028,101777.233
785.000,15.990,100899.840
786.000,15.945,100562.745
787.000,15.506,100853.414
788.000,15.412,101076.229
789.000,15.258,101891.058
790.000,15.887,101292.508
791.000,15.380,101657.573
792.000,15.908,101429.295
793.000,15.550,101839.607
794.000,15.438,102215.149
795.000,15.788,102144.803
796.000,15.517,101519.828
797.000,15.337,101887.304
798.000,15.146,102176.953
799.000,15.393,101895.409
800.000,15.717,101816.317
801.000,15.902,102121.461
802.000,15.798,100357.397
803.000,15.640,100543.437
804.000,15.650,102060.606
805.000,15.811,102251.289
806.000,16.069,101526.109
807.000,15.387,101281.917
808.000,15.844,102101.960
809.000,15.336,101192.539
810.000,15.923,100843.694
811.000,15.932,100871.662
812.000,15.970,101997.920
813.000,15.434,102053.406
814.000,15.704,100426.791
815.000,15.451,101418.798
816.000,15.341,101583.739
817.000,16.016,102181.461
818.000,16.080,101832.399
819.000,15.097,100512.532
820.000,15.643,101479.856
821.000,15.431,100717.416
822.000,15.762,101774.390
823.000,15.188,101558.898
824.000,15.838,100636.568
825.000,15.212,101644.646
826.000,15.511,101915.829
827.000,15.292,100830.370
828.000,15.832,102062.151
829.000,15.836,101594.177
830.000,16.023,101352.194
831.000,15.279,101043.119
832.000,15.391,102194.721
833.000,15.432,102247.013
834.000,15.827,102143.404
835.000,16.100,100855.149
836.000,15.310,100875.025
837.000,15.466,102079.723
838.000,15.691,100822.173
839.000,16.070,101308.041
840.000,15.753,100730.544
841.000,15.762,100377.356
842.000,15.553,100507.534
843.000,15.591,101474.766
844.000,15.692,101769.556
845.000,15.195,102268.290
846.000,15.649,101763.230
847.000,15.127,100314.483
848.000,15.203,101205.870
849.000,15.595,101577.829
850.000,15.212,102060.809
851.000,15.777,100611.332
852.000,15.570,102202.001
853.000,15.413,101426.187
854.000,15.166,101555.519
855.000,15.727,100477.808
856.000,15.336,101043.664
857.000,15.536,101184.322
858.000,16.087,100510.830
859.000,15.640,100982.548
860.000,15.916,101622.211
861.000,15.608,100914.820
862.000,15.821,100463.033
863.000,15.332,101645.513
864.000,15.377,100980.759
865.000,15.805,101970.502
866.000,15.559,101937.818
867.000,16.100,101404.310
868.000,15.534,101802.732
869.000,15.273,101201.128
870.000,15.261,100552.252
871.000,15.304,101405.356
872.000,15.180,101805.318
873.000,15.791,102196.173
874.000,15.522,100771.547
875.000,15.436,101251.693
876.000,15.667,101952.313
877.000,15.291,101289.177
878.000,15.311,101414.124
879.000,15.851,102042.036
880.000,15.748,102109.826
881.000,15.186,102126.657
882.000,15.481,101715.385
883.000,15.578,101442.089
884.000,15.553,100890.375
885.000,15.894,101725.138
886.000,15.621,101097.555
887.000,15.589,100748.142
888.000,16.117,100905.310
889.000,15.672,101286.207
890.000,15.170,100928.538
891.000,15.359,101440.106
892.000,16.148,101634.051
893.000,15.761,101620.083
894.000,15.564,102167.655
895.000,15.241,100594.762
896.000,15.685,100823.717
897.000,15.963,101019.094
898.000,15.736,101810.343
899.000,16.148,101551.914
900.000,15.712,102203.976
901.000,15.914,100970.942
902.000,15.324,101328.431
903.000,15.586,102143.755
904.000,15.388,100582.007
905.000,15.439,101760.732
906.000,16.119,101069.135
907.000,15.561,101306.964
908.000,15.936,101754.325
909.000,15.944,101973.994
910.000,15.381,100556.956
911.000,15.843,101224.364
912.000,15.785,101504.214
913.000,15.282,101284.015
914.000,15.591,101308.370
915.000,15.956,100307.174
916.000,15.993,102078.184
917.000,15.502,100609.456
918.000,15.680,101926.037
919.000,15.459,102149.163
920.000,16.042,101085.325
921.000,16.014,101517.319
922.000,15.173,100867.753
923.000,15.527,102115.462
924.000,15.856,100519.923
925.000,15.682,100755.401
926.000,15.489,100650.709
927.000,15.972,101362.802
928.000,15.930,100683.949
929.000,15.729,100628.402
930.000,15.315,101189.631
931.000,15.496,100351.974
932.000,15.695,101537.233
933.000,16.106,102258.051
934.000,15.573,101253.985
935.000,16.124,100705.687
936.000,15.721,100472.438
937.000,15.892,100787.520
938.000,15.305,100755.766
939.000,16.059,100923.702
940.000,15.752,102265.542
941.000,15.383,101122.446
942.000,15.612,100830.009
943.000,15.482,102179.505
944.000,15.187,100856.176
945.000,15.219,101177.478
946.000,15.531,101321.689
947.000,15.544,100984.508
948.000,15.859,100316.403
949.000,15.886,101645.083
950.000,16.151,100974.237
951.000,15.279,102047.536
952.000,16.190,101117.916
953.000,15.563,100447.570
954.000,16.130,101698.171
955.000,15.468,100388.276
956.000,15.635,101524.647
957.000,16.192,100424.809
958.000,15.211,101427.736
959.000,15.563,102115.308
960.000,15.412,102065.192
961.000,15.646,101386.524
962.000,15.854,101710.514
963.000,15.640,101857.042
964.000,15.540,101481.329
965.000,15.324,101269.673
966.000,16.154,101273.727
967.000,15.600,101262.109
968.000,15.505,101023.891
969.000,15.818,101129.888
970.000,15.250,101697.648
971.000,16.132,101579.650
972.000,16.088,101518.048
973.000,15.296,101722.731
974.000,16.114,101350.794
975.000,15.574,102034.380
976.000,15.242,101784.146
977.000,15.769,101681.858
978.000,15.891,102250.811
979.000,16.119,101259.323
980.000,15.537,100324.046
981.000,15.246,101561.584
982.000,15.846,101104.613
983.000,15.482,101225.630
984.000,16.035,100514.387
985.000,15.247,101625.252
986.000,15.772,101857.974
987.000,15.992,100597.356
988.000,15.487,102192.173
989.000,16.008,101375.042
990.000,15.837,100817.063
991.000,15.536,102081.076
992.000,15.439,102059.151
993.000,16.038,100540.515
994.000,15.695,101323.203
995.000,15.264,101151.137
996.000,15.928,101944.984
997.000,15.847,100904.815
998.000,15.346,100601.290
999.000,15.585,100673.340
1000.000,15.582,100669.325
1001.000,16.151,100989.453
1002.000,15.326,101009.447
1003.000,16.063,101515.554
1004.000,15.644,102009.294
1005.000,15.437,100320.546
1006.000,15.635,101140.331
1007.000,16.187,102295.655
1008.000,15.714,101320.575
1009.000,15.249,101334.561
1010.000,15.613,100466.874
1011.000,16.106,101697.211
1012.000,15.919,102028.621
1013.000,15.847,101161.580
1014.000,15.744,101366.727
1015.000,15.296,100632.773
1016.000,15.425,100525.447
1017.000,16.221,100611.620
1018.000,15.944,101521.002
1019.000,16.023,100714.074
1020.000,15.596,101624.857
1021.000,16.150,100818.118
1022.000,15.318,100994.839
1023.000,15.924,101621.433
1024.000,16.214,100631.789
1025.000,15.604,100857.811
1026.000,16.137,100623.873
1027.000,16.116,101405.673
1028.000,15.639,100902.672
1029.000,15.332,101856.196
1030.000,15.830,100572.868
1031.000,15.413,100586.950
1032.000,15.513,101114.006
1033.000,15.500,100325.815
1034.000,15.577,101877.181
1035.000,15.805,101771.546
1036.000,15.630,102128.492
1037.000,16.184,100306.882
1038.000,15.919,101434.452
1039.000,15.489,102135.181
1040.000,16.130,101631.362
1041.000,15.981,102142.024
1042.000,16.138,100821.211
1043.000,15.962,100955.916
1044.000,15.321,100679.358
1045.000,15.690,102035.645
1046.000,16.128,100454.312
1047.000,15.887,101863.910
1048.000,15.566,100476.233
1049.000,15.978,101674.726
1050.000,16.048,101471.411
1051.000,16.172,102229.013
1052.000,16.184,101870.110
1053.000,16.094,101069.532
1054.000,15.718,100516.189
1055.000,15.835,101108.134
1056.000,15.697,101778.035
1057.000,15.934,102211.881
1058.000,16.015,100629.033
1059.000,15.576,100612.236
1060.000,16.125,101195.531
1061.000,16.113,100717.757
1062.000,15.898,100310.570
1063.000,15.811,102117.184
1064.000,15.685,102118.204
1065.000,16.245,101619.370
1066.000,15.754,101732.621
1067.000,15.798,101826.976
